date,sku_id,actual_units,predicted_units,absolute_error,squared_error
2023-10-24,SKU0148,7.0,4.48122191422124,2.5187780857787603,6.344243045399316
2023-10-25,SKU0148,2.0,4.955400557154021,2.9554005571540207,8.734392453226295
2023-10-26,SKU0148,1.0,4.03691825555963,3.0369182555596304,9.222872490951348
2023-10-27,SKU0148,5.0,3.8705154135632367,1.1294845864367633,1.2757354309982263
2023-10-28,SKU0148,4.0,4.050191725947241,0.05019172594724086,0.0025192093535629317
2023-10-29,SKU0148,10.0,4.190951740933083,5.809048259066917,33.74504167616838
2023-10-30,SKU0148,6.0,4.324313854534353,1.6756861454656473,2.8079240581055185
2023-10-31,SKU0148,7.0,4.649421674031363,2.3505783259686366,5.525218466513518
2023-11-01,SKU0148,6.0,4.488555924233941,1.5114440757660592,2.284463194168317
2023-11-02,SKU0148,4.0,4.6950934683378,0.6950934683377996,0.48315492972587165
2023-11-03,SKU0148,6.0,4.867020220932427,1.1329797790675729,1.2836431797760062
2023-11-04,SKU0148,8.0,5.775419188704595,2.2245808112954046,4.948759785983721
2023-11-05,SKU0148,6.0,7.131268965789086,1.1312689657890864,1.279769472957509
2023-11-06,SKU0148,2.0,6.549017817215098,4.549017817215098,20.693563101340416
2023-11-07,SKU0148,9.0,6.292460622115324,2.707539377884676,7.330769482796139
2023-11-08,SKU0148,7.0,6.4220804839484344,0.5779195160515656,0.33399096703327574
2023-11-09,SKU0148,4.0,7.10911949800685,3.1091194980068497,9.666624052886366
2023-11-10,SKU0148,6.0,7.13351012884803,1.1335101288480303,1.284845212201078
2023-11-11,SKU0148,4.0,7.6633575063063315,3.6633575063063315,13.420188219010944
2023-11-12,SKU0148,0.0,7.037925130601268,7.037925130601268,49.532390143948874
2023-11-13,SKU0148,6.0,6.168099256479717,0.16809925647971724,0.02825736002903376
2023-11-14,SKU0148,4.0,4.73215107212498,0.7321510721249798,0.5360451924137574
2023-11-15,SKU0148,3.0,4.466221016109902,1.4662210161099019,2.149804068082353
2023-11-16,SKU0148,4.0,4.266587484698636,0.26658748469863625,0.07106888699794561
2023-11-17,SKU0148,4.0,4.127834559858421,0.12783455985842096,0.01634167469419621
2023-11-18,SKU0148,3.0,3.9865690741942372,0.9865690741942372,0.9733185381564744
2023-11-19,SKU0148,3.0,3.8473045428224197,0.8473045428224197,0.7179249882875097
2023-11-20,SKU0148,11.0,3.9932169734223857,7.006783026577614,49.095008381536154
2023-11-21,SKU0148,8.0,4.082080283237781,3.917919716762219,15.350094906994146
2023-11-22,SKU0148,3.0,4.33482931245042,1.3348293124504202,1.7817692933768616
2023-11-23,SKU0148,6.0,3.974534012408474,2.025465987591526,4.102512466890116
2023-11-24,SKU0148,4.0,4.393970143669367,0.39397014366936656,0.15521247410286132
2023-11-25,SKU0148,2.0,4.354782537259081,2.354782537259081,5.545000797780315
2023-11-26,SKU0148,6.0,4.495579900668037,1.5044200993319627,2.2632798352739925
2023-11-27,SKU0148,4.0,4.463230753753574,0.4632307537535736,0.21458273122310392
2023-11-28,SKU0148,5.0,4.300556809543106,0.6994431904568943,0.4892207766765193
2023-11-29,SKU0148,3.0,4.472724272912319,1.4727242729123189,2.1689167840251184
2023-11-30,SKU0148,4.0,4.86163160581134,0.8616316058113398,0.742409024133028
2023-12-01,SKU0148,3.0,4.344600442653795,1.3446004426537952,1.807950350384782
2023-12-02,SKU0148,2.0,4.112336520795071,2.112336520795071,4.461965577084626
2023-12-03,SKU0148,4.0,4.484683714814898,0.48468371481489836,0.23491830340676972
2023-12-04,SKU0148,7.0,3.7866642594665345,3.2133357405334655,10.325526581389756
2023-12-05,SKU0148,2.0,3.710981710441657,1.710981710441657,2.927458413465858
2023-12-06,SKU0148,5.0,3.669597418135435,1.3304025818645648,1.7699710298319002
2023-12-07,SKU0148,2.0,3.6690363140782534,1.6690363140782534,2.785682217711922
2023-12-08,SKU0148,4.0,3.52420121593564,0.4757987840643598,0.22638448291712332
2023-12-09,SKU0148,2.0,3.6220664041939106,1.6220664041939106,2.631099419614563
2023-12-10,SKU0148,4.0,3.117225143844447,0.8827748561555531,0.7792914466604574
2023-12-11,SKU0148,6.0,3.1532765632811426,2.8467234367188574,8.103834325164422
2023-12-12,SKU0148,5.0,3.1016252937598106,1.8983747062401894,3.6038265252925257
2023-12-13,SKU0148,5.0,3.513435787892908,1.4865642121070919,2.209873156717579
2023-12-14,SKU0148,10.0,3.9429995484387073,6.057000451561293,36.6872544702137
2023-12-15,SKU0148,3.0,4.417262076571315,1.4172620765713146,2.008631793687235
2023-12-16,SKU0148,6.0,4.267983112085296,1.7320168879147042,2.999882500021737
2023-12-17,SKU0148,8.0,5.128423191323161,2.8715768086768394,8.245953368130662
2023-12-18,SKU0148,5.0,5.5163405433344455,0.5163405433344455,0.26660755669091035
2023-12-19,SKU0148,10.0,5.93604060375657,4.06395939624343,16.51576597431526
2023-12-20,SKU0148,1.0,6.313301927301349,5.313301927301349,28.231177370664227
2023-12-21,SKU0148,9.0,6.019529993685586,2.9804700063144143,8.883201458539844
2023-12-22,SKU0148,4.0,7.230823059647943,3.2308230596479426,10.438217642752893
2023-12-23,SKU0148,6.0,6.858860065589515,0.8588600655895151,0.7376406122644262
2023-12-24,SKU0148,7.0,7.029518941637118,0.02951894163711799,0.0008713679153755781
2023-12-25,SKU0148,6.0,5.999613408966603,0.0003865910333971101,1.4945262710304548e-07
2023-12-26,SKU0148,5.0,6.128890673025665,1.1288906730256647,1.2743941516443382
2023-12-27,SKU0148,3.0,6.144418192170401,3.1444181921704013,9.887365767252176
2023-12-28,SKU0148,3.0,4.945400188804351,1.945400188804351,3.784581894600005
2023-12-29,SKU0148,2.0,5.525568572381765,3.525568572381765,12.429633758565997
2023-12-30,SKU0148,7.0,5.005022718533987,1.9949772814660127,3.9799343535655227
2023-12-31,SKU0148,1.0,4.537376739902507,3.5373767399025073,12.513034200003291
2022-01-01,SKU0149,5.0,4.855528366370403,0.14447163362959703,0.02087205292360451
2022-01-02,SKU0149,7.0,4.091634724552274,2.908365275447726,8.458588575430126
2022-01-03,SKU0149,1.0,3.911441228707985,2.911441228707985,8.476490028220661
2022-01-04,SKU0149,0.0,4.210260052659738,4.210260052659738,17.72628971102238
2022-01-05,SKU0149,5.0,3.9037687193470085,1.0962312806529915,1.2017230206820977
2022-01-06,SKU0149,3.0,4.148886597232669,1.1488865972326687,1.3199404133008603
2022-01-07,SKU0149,7.0,3.7142639093560743,3.2857360906439257,10.796061657360028
2022-01-08,SKU0149,5.0,3.976044443418186,1.023955556581814,1.0484849818547723
2022-01-09,SKU0149,7.0,4.099319412995079,2.9006805870049206,8.413947867827211
2022-01-10,SKU0149,4.0,3.9836963207568123,0.016303679243187652,0.0002658099568647479
2022-01-11,SKU0149,2.0,4.584461793794465,2.584461793794465,6.679442763583303
2022-01-12,SKU0149,2.0,4.465702342481922,2.465702342481922,6.079688041720838
2022-01-13,SKU0149,5.0,3.85326553892178,1.14673446107822,1.3149999242243555
2022-01-14,SKU0149,0.0,4.542160426627992,4.542160426627992,20.631221341225377
2022-01-15,SKU0149,9.0,3.3311844210181447,5.668815578981855,32.13547006850738
2022-01-16,SKU0149,7.0,4.156777986908455,2.8432220130915447,8.083911415728336
2022-01-17,SKU0149,2.0,4.296713147270696,2.2967131472706956,5.274891280846064
2022-01-18,SKU0149,10.0,4.410378315348793,5.589621684651207,31.243870577522998
2022-01-19,SKU0149,4.0,5.091031701901601,1.091031701901601,1.1903501745543037
2022-01-20,SKU0149,4.0,4.885107867491302,0.8851078674913024,0.783415937095001
2022-01-21,SKU0149,4.0,4.697671403026174,0.6976714030261739,0.48674538660051
2022-01-22,SKU0149,5.0,4.512941647176357,0.4870583528236434,0.2372258390552807
2022-01-23,SKU0149,3.0,4.455082938841111,1.4550829388411106,2.117266358906483
2022-01-24,SKU0149,1.0,4.075100951561828,3.0751009515618284,9.456245862296463
2022-01-25,SKU0149,7.0,4.3924284804465445,2.6075715195534555,6.799429229586317
2022-01-26,SKU0149,0.0,4.1726017166398375,4.1726017166398375,17.41060508570572
2022-01-27,SKU0149,1.0,4.228637457376592,3.2286374573765917,10.424099831175184
2022-01-28,SKU0149,3.0,4.270624702839578,1.2706247028395783,1.6144871354661667
2022-01-29,SKU0149,8.0,3.4751051934087007,4.524894806591299,20.474673010716913
2022-01-30,SKU0149,4.0,3.754276425087876,0.24572357491212404,0.06038007526759424
2022-01-31,SKU0149,3.0,2.803116258180757,0.19688374181924306,0.03876320779274636
2022-02-01,SKU0149,6.0,4.433752974234743,1.5662470257652572,2.453129745718514
2022-02-02,SKU0149,6.0,5.223841055246919,0.7761589447530808,0.6024227075202159
2022-02-03,SKU0149,6.0,5.131013650106719,0.868986349893281,0.7551372763008479
2022-02-04,SKU0149,3.0,5.546235295927136,2.5462352959271364,6.483314182225151
2022-02-05,SKU0149,9.0,4.689393906150908,4.310606093849092,18.581324896328926
2022-02-06,SKU0149,10.0,5.611233797216338,4.388766202783662,19.261268782696124
2022-02-07,SKU0149,0.0,1.1023582597226798,1.1023582597226798,1.2151937327788151
2022-02-08,SKU0149,1.0,1.144882773154413,0.1448827731544129,0.020991017956913063
2022-02-09,SKU0149,0.0,1.126966627546831,1.126966627546831,1.270053779604278
2022-02-10,SKU0149,0.0,1.0462029305089688,1.0462029305089688,1.0945405718055543
2022-02-11,SKU0149,1.0,1.0379334309205541,0.03793343092055412,0.0014389451814044516
2022-02-12,SKU0149,0.0,1.0505910857136365,1.0505910857136365,1.1037416293809574
2022-02-13,SKU0149,0.0,0.9987707558897303,0.9987707558897303,0.9975430228205432
2022-02-14,SKU0149,0.0,0.805132468808966,0.805132468808966,0.6482382923304207
2022-02-15,SKU0149,0.0,0.6776601575100719,0.6776601575100719,0.4592232890765755
2022-02-16,SKU0149,1.0,0.6470863571094079,0.3529136428905921,0.12454803933830838
2022-02-17,SKU0149,0.0,0.6061391210495198,0.6061391210495198,0.36740463406668444
2022-02-18,SKU0149,0.0,0.5515080127637765,0.5515080127637765,0.30416108814264986
2022-02-19,SKU0149,2.0,0.5826466797720428,1.4173533202279573,2.0088904343612146
2022-02-20,SKU0149,1.0,0.4881271148855908,0.5118728851144092,0.26201385051534914
2022-02-21,SKU0149,0.0,0.7253004918769486,0.7253004918769486,0.5260608035169435
2022-02-22,SKU0149,1.0,0.7203549150594383,0.27964508494056173,0.07820137353141399
2022-02-23,SKU0149,4.0,0.6390520477523249,3.360947952247675,11.295971137717839
2022-02-24,SKU0149,1.0,0.915001169720868,0.08499883027913202,0.0072248011488206905
2022-02-25,SKU0149,0.0,1.072918859770994,1.072918859770994,1.15115487965229
2022-02-26,SKU0149,1.0,1.072918859770994,0.072918859770994,0.005317160110301886
2022-02-27,SKU0149,1.0,1.074991383579204,0.07499138357920399,0.005623707611123305
2022-02-28,SKU0149,2.0,1.0003400442469836,0.9996599557530164,0.9993200271361227
2022-03-01,SKU0149,2.0,1.1830444640871909,0.8169555359128091,0.6674163476585852
2022-03-02,SKU0149,3.0,1.2544055499480264,1.7455944500519736,3.047099984052252
2022-03-03,SKU0149,3.0,1.355182320498973,1.644817679501027,2.705425198799143
2022-03-04,SKU0149,2.0,1.6065485002625872,0.3934514997374128,0.15480408264561932
2022-03-05,SKU0149,1.0,1.441294848068674,0.44129484806867403,0.1947411429319541
2022-03-06,SKU0149,3.0,1.5351874144017517,1.4648125855982483,2.1456759109270256
2022-03-07,SKU0149,1.0,1.7722694783490223,0.7722694783490223,0.596400147189471
2022-03-08,SKU0149,1.0,1.7722694783490223,0.7722694783490223,0.596400147189471
2022-03-09,SKU0149,1.0,1.4775930188421278,0.4775930188421278,0.22809509164673702
2022-03-10,SKU0149,1.0,1.441294848068674,0.44129484806867403,0.1947411429319541
2022-03-11,SKU0149,1.0,1.6537794798464118,0.6537794798464118,0.42742760826824483
2022-03-12,SKU0149,0.0,1.596185084286788,1.596185084286788,2.5478068232996205
2022-03-13,SKU0149,3.0,1.498889243628298,1.501110756371702,2.2533335028948236
2022-03-14,SKU0149,3.0,1.6324832550602417,1.3675167449397583,1.8701020476906318
2022-03-15,SKU0149,4.0,1.6813883527105797,2.31861164728942,5.375959970946158
2022-03-16,SKU0149,1.0,1.7944008236866895,0.7944008236866895,0.6310726686740907
2022-03-17,SKU0149,1.0,1.6845054809502629,0.6845054809502629,0.4685477534509507
2022-03-18,SKU0149,1.0,1.4582541588713132,0.45825415887131316,0.20999687412285473
2022-03-19,SKU0149,1.0,1.4219559880978594,0.4219559880978594,0.17804685589164085
2022-03-20,SKU0149,2.0,1.7166512426570086,0.28334875734299136,0.0802865182878174
2022-03-21,SKU0149,0.0,2.0220671968642203,2.0220671968642203,4.088755748634325
2022-03-22,SKU0149,2.0,1.672887397460119,0.32711260253988095,0.10700265474041412
2022-03-23,SKU0149,1.0,1.7996368869172745,0.7996368869172745,0.6394191509187501
2022-03-24,SKU0149,4.0,1.7406728182484092,2.2593271817515905,5.104559314201585
2022-03-25,SKU0149,1.0,2.124462985642915,1.1244629856429151,1.2644170060809787
2022-03-26,SKU0149,1.0,2.220100516594748,1.2201005165947478,1.4886452705947706
2022-03-27,SKU0149,1.0,2.0440161225325126,1.0440161225325126,1.0899696641078225
2022-03-28,SKU0149,4.0,2.0331896315126983,1.9668103684873017,3.8683430255891555
2022-03-29,SKU0149,3.0,1.9836428511224042,1.0163571488775958,1.0329818540745954
2022-03-30,SKU0149,2.0,1.7420998765098867,0.25790012349011326,0.06651247369621567
2022-03-31,SKU0149,1.0,1.6570483054773657,0.6570483054773657,0.43171247573067767
2022-04-01,SKU0149,5.0,1.747253163576388,3.2527468364236123,10.580361981863819
2022-04-02,SKU0149,3.0,1.9845804933933455,1.0154195066066545,1.0310767743973017
2022-04-03,SKU0149,4.0,1.947488295848821,2.052511704151179,4.212804295677578
2022-04-04,SKU0149,2.0,2.216937263579174,0.2169372635791742,0.0470617763292201
2022-04-05,SKU0149,1.0,2.188843812273241,1.188843812273241,1.413349609980373
2022-04-06,SKU0149,3.0,2.172238920472248,0.8277610795277521,0.6851884047809496
2022-04-07,SKU0149,1.0,2.096402787964424,1.0964027879644238,1.2020990734561612
2022-04-08,SKU0149,0.0,2.193348749683815,2.193348749683815,4.810778737739554
2022-04-09,SKU0149,2.0,2.1143856339254796,0.11438563392547962,0.013084073248533836
2022-04-10,SKU0149,2.0,2.137338663122982,0.13733866312298204,0.01886190838840795
2022-04-11,SKU0149,1.0,1.9837917338456124,0.9837917338456124,0.9678461755829562
2022-04-12,SKU0149,1.0,1.9135949175280687,0.9135949175280687,0.8346556733331185
2022-04-13,SKU0149,1.0,1.8320933337131904,0.8320933337131904,0.6923793160099309
2022-04-14,SKU0149,3.0,1.8320933337131904,1.1679066662868096,1.3640059811571692
2022-04-15,SKU0149,0.0,2.0602337086675298,2.0602337086675298,4.244562934329964
2022-04-16,SKU0149,0.0,1.5220077160696905,1.5220077160696905,2.316507487775676
2022-04-17,SKU0149,2.0,1.2866029367897724,0.7133970632102276,0.5089353697969774
2022-04-18,SKU0149,3.0,1.2457426771281441,1.7542573228718559,3.0774187548495306
2022-04-19,SKU0149,1.0,1.4261626139338235,0.4261626139338235,0.1816145735149091
2022-04-20,SKU0149,0.0,1.2457426771281441,1.2457426771281441,1.5518748176183956
2022-04-21,SKU0149,3.0,1.1567964467863383,1.8432035532136617,3.3973993385794676
2022-04-22,SKU0149,2.0,1.3636516238535328,0.6363483761464672,0.4049392558242457
2022-04-23,SKU0149,1.0,1.4605418077745882,0.4605418077745882,0.21209875670828574
2022-04-24,SKU0149,2.0,1.4443000040894245,0.5556999959105755,0.30880248545501365
2022-04-25,SKU0149,0.0,1.3985497775468951,1.3985497775468951,1.9559414802764699
2022-04-26,SKU0149,0.0,1.2945441024923052,1.2945441024923052,1.6758444332976081
2022-04-27,SKU0149,2.0,1.3887902478943237,0.6112097521056763,0.3735773610690823
2022-04-28,SKU0149,0.0,1.3120178233855626,1.3120178233855626,1.7213907688813894
2022-04-29,SKU0149,2.0,1.333523569489349,0.666476430510651,0.4441908324262186
2022-04-30,SKU0149,1.0,1.3917497222034587,0.3917497222034587,0.15346784484648707
2022-05-01,SKU0149,1.0,1.233202337256641,0.23320233725664097,0.054383330101960115
2022-05-02,SKU0149,5.0,1.484000079961205,3.5159999200387952,12.362255437712815
2022-05-03,SKU0149,1.0,1.7019004687005408,0.7019004687005408,0.4926642679620388
2022-05-04,SKU0149,1.0,1.8953833100556217,0.8953833100556217,0.8017112719261615
2022-05-05,SKU0149,3.0,1.7580283110198678,1.2419716889801322,1.5424936762281622
2022-05-06,SKU0149,1.0,1.8298448848635067,0.8298448848635067,0.6886425329341267
2022-05-07,SKU0149,5.0,1.6465090661256332,3.353490933874367,11.245901443577575
2022-05-08,SKU0149,3.0,2.061770381083202,0.938229618916798,0.8802748178127601
2022-05-09,SKU0149,2.0,2.1824633725705285,0.18246337257052847,0.03329288232981148
2022-05-10,SKU0149,1.0,2.0757393089669867,1.0757393089669867,1.15721506085677
2022-05-11,SKU0149,0.0,1.9016454534847027,1.9016454534847027,3.6162554307590407
2022-05-12,SKU0149,1.0,1.8527193768165466,0.8527193768165466,0.7271303355983997
2022-05-13,SKU0149,1.0,1.9000232334633835,0.9000232334633835,0.8100418207738842
2022-05-14,SKU0149,0.0,1.9004417552326207,1.9004417552326207,3.611678865031644
2022-05-15,SKU0149,3.0,1.94382547397505,1.05617452602495,1.1155046294240278
2022-05-16,SKU0149,1.0,1.5865089741886642,0.5865089741886642,0.34399277680383916
2022-05-17,SKU0149,0.0,1.718395255202121,1.718395255202121,2.952882253101163
2022-05-18,SKU0149,3.0,1.4623932465375702,1.5376067534624298,2.3642345282932733
2022-05-19,SKU0149,1.0,1.1771497612212045,0.17714976122120452,0.03138203790072978
2022-05-20,SKU0149,2.0,1.6546333797226063,0.34536662027739373,0.11927810240182947
2022-05-21,SKU0149,1.0,1.3581341162955518,0.3581341162955518,0.12826004525479584
2022-05-22,SKU0149,2.0,1.180131542372106,0.8198684576278941,0.6721842878131419
2022-05-23,SKU0149,1.0,1.5323613556827593,0.5323613556827593,0.2834086130243854
2022-05-24,SKU0149,2.0,1.3239941594306188,0.6760058405693812,0.45698389648391563
2022-05-25,SKU0149,4.0,1.5409945506111624,2.4590054493888376,6.046707800123999
2022-05-26,SKU0149,0.0,1.5504552153430176,1.5504552153430176,2.403911374784363
2022-05-27,SKU0149,1.0,1.479397793337194,0.479397793337194,0.22982224425657097
2022-05-28,SKU0149,0.0,1.897902111192208,1.897902111192208,3.6020324236678407
2022-05-29,SKU0149,0.0,1.3569870949940392,1.3569870949940392,1.8414139759803616
2022-05-30,SKU0149,2.0,1.3081856696298781,0.6918143303701219,0.47860706770546013
2022-05-31,SKU0149,0.0,1.5761727380902626,1.5761727380902626,2.4843205002989555
2022-06-01,SKU0149,1.0,1.282798780375172,0.2827987803751719,0.07997515018168472
2022-06-02,SKU0149,0.0,1.45112582336947,1.45112582336947,2.105766155249722
2022-06-03,SKU0149,0.0,1.1974746556186078,1.1974746556186078,1.4339455508489032
2022-06-04,SKU0149,3.0,1.135472402388132,1.864527597611868,3.4764631622562843
2022-06-05,SKU0149,3.0,1.2327916163965686,1.7672083836034314,3.1230254710782526
2022-06-06,SKU0149,1.0,1.1877313458096654,0.18773134580966544,0.03524305819950819
2022-06-07,SKU0149,5.0,1.1482959767846586,3.8517040232153414,14.835623882453248
2022-06-08,SKU0149,5.0,1.3349284473636371,3.6650715526363626,13.432749485944317
2022-06-09,SKU0149,1.0,1.6676624772097022,0.6676624772097022,0.4457731834737961
2022-06-10,SKU0149,3.0,1.6090666078214493,1.3909333921785507,1.93469570147733
2022-06-11,SKU0149,1.0,1.8327178540907905,0.8327178540907905,0.693419024521571
2022-06-12,SKU0149,4.0,1.969074438270843,2.0309255617291573,4.1246586372848935
2022-06-13,SKU0149,2.0,2.171829882979541,0.17182988297954083,0.029525508684762693
2022-06-14,SKU0149,0.0,2.094408890176296,2.094408890176296,4.386548599249503
2022-06-15,SKU0149,0.0,2.1135744150058824,2.1135744150058824,4.467196807767458
2022-06-16,SKU0149,0.0,1.6401850842559755,1.6401850842559755,2.6902071106157814
2022-06-17,SKU0149,1.0,2.4846701585585746,1.4846701585585746,2.204245479714343
2022-06-18,SKU0149,2.0,2.3061649068447276,0.30616490684472764,0.09373695018324076
2022-06-19,SKU0149,3.0,2.23845184168988,0.76154815831012,0.5799555974255356
2022-06-20,SKU0149,1.0,2.6928293903655565,1.6928293903655565,2.8656713448854214
2022-06-21,SKU0149,0.0,2.028628727369744,2.028628727369744,4.1153345135097865
2022-06-22,SKU0149,4.0,1.5401793706688789,2.459820629331121,6.050717528482953
2022-06-23,SKU0149,1.0,2.1414051641471747,1.1414051641471747,1.302805748741839
2022-06-24,SKU0149,3.0,2.1610557070131735,0.8389442929868265,0.7038275267351661
2022-06-25,SKU0149,8.0,2.2633741789362958,5.736625821063704,32.90887581089482
2022-06-26,SKU0149,2.0,2.669353258742436,0.669353258742436,0.4480337849891185
2022-06-27,SKU0149,2.0,2.437502504334334,0.43750250433433413,0.19140844129881404
2022-06-28,SKU0149,4.0,2.46807019761834,1.53192980238166,2.3468089194251123
2022-06-29,SKU0149,6.0,2.5484714343180923,3.4515285656819077,11.913049439718208
2022-06-30,SKU0149,4.0,2.854774155805037,1.1452258441949632,1.3115422342120662
2022-07-01,SKU0149,2.0,3.0614710028189083,1.0614710028189083,1.1267206898253788
2022-07-02,SKU0149,0.0,2.982203311174661,2.982203311174661,8.893536589181112
2022-07-03,SKU0149,4.0,2.870285974599441,1.1297140254005589,1.2762537791867345
2022-07-04,SKU0149,1.0,3.2521005062940906,2.2521005062940906,5.071956690450099
2022-07-05,SKU0149,3.0,2.767403136543102,0.232596863456898,0.05410130088998685
2022-07-06,SKU0149,2.0,3.0944874144385865,1.0944874144385865,1.1979027003644622
2022-07-07,SKU0149,1.0,3.3681794381942276,2.3681794381942276,5.608273851485928
2022-07-08,SKU0149,3.0,3.487139519461674,0.4871395194616741,0.23730491142135077
2022-07-09,SKU0149,5.0,2.8027887036693735,2.1972112963306265,4.827737480722912
2022-07-10,SKU0149,1.0,2.776893974386411,1.776893974386411,3.157352196210735
2022-07-11,SKU0149,6.0,2.7995907111464193,3.2004092888535807,10.242619616180281
2022-07-12,SKU0149,3.0,3.1503024364623156,0.15030243646231556,0.022590822406508407
2022-07-13,SKU0149,5.0,2.9998647953686435,2.0001352046313565,4.000540836805718
2022-07-14,SKU0149,4.0,2.809562081263652,1.190437918736348,1.4171424383653282
2022-07-15,SKU0149,5.0,3.0001623785809555,1.9998376214190445,3.9993505120429815
2022-07-16,SKU0149,3.0,3.199478921160307,0.1994789211603072,0.03979183998728005
2022-07-17,SKU0149,4.0,3.134395199343561,0.8656048006564392,0.7492716709194738
2022-07-18,SKU0149,3.0,3.091635722701881,0.09163572270188114,0.008397105675096054
2022-07-19,SKU0149,6.0,3.403351735488728,2.596648264511272,6.7425822095894015
2022-07-20,SKU0149,2.0,3.833356585794654,1.8333565857946539,3.36119637067663
2022-07-21,SKU0149,7.0,4.178276247950606,2.821723752049394,7.962124932879709
2022-07-22,SKU0149,3.0,3.839640870928164,0.839640870928164,0.7049967921330057
2022-07-23,SKU0149,5.0,3.9313919204396965,1.0686080795603035,1.1419232277015599
2022-07-24,SKU0149,5.0,4.032424971563387,0.9675750284366131,0.9362014356541127
2022-07-25,SKU0149,3.0,4.097985423322788,1.097985423322788,1.2055719898293218
2022-07-26,SKU0149,4.0,3.8615623649463537,0.13843763505364626,0.019164978799246547
2022-07-27,SKU0149,4.0,3.7577888970142044,0.24221110298579562,0.0586662184095957
2022-07-28,SKU0149,2.0,3.7310771268530516,1.7310771268530516,2.996628019113816
2022-07-29,SKU0149,4.0,3.699568074159821,0.30043192584017886,0.09025934206403873
2022-07-30,SKU0149,6.0,3.7281216012968033,2.2718783987031967,5.161431458494201
2022-07-31,SKU0149,6.0,3.8548041119998984,2.1451958880001016,4.601865397892545
2022-08-01,SKU0149,1.0,4.134484692203371,3.1344846922033707,9.82499428565726
2022-08-02,SKU0149,2.0,3.603910694844914,1.603910694844914,2.572529517037895
2022-08-03,SKU0149,5.0,4.653585095663127,0.34641490433687316,0.12000328594672499
2022-08-04,SKU0149,7.0,4.834736907381313,2.1652630926186873,4.688364260256642
2022-08-05,SKU0149,5.0,4.441092906109894,0.558907093890106,0.3123771396006837
2022-08-06,SKU0149,11.0,5.205019363922205,5.794980636077795,33.5818005725166
2022-08-07,SKU0149,8.0,5.499077188673908,2.5009228113260917,6.254614908211202
2022-08-08,SKU0149,6.0,6.180071138324004,0.18007113832400368,0.032425614857302464
2022-08-09,SKU0149,6.0,6.041671384196101,0.041671384196100725,0.0017365042608190333
2022-08-10,SKU0149,6.0,6.118776298617718,0.11877629861771766,0.014107809113325237
2022-08-11,SKU0149,9.0,6.573562752442559,2.426437247557441,5.887597716334131
2022-08-12,SKU0149,3.0,7.441824412916357,4.441824412916357,19.729804115179736
2022-08-13,SKU0149,7.0,5.2747965974755955,1.7252034025244045,2.9763267800817825
2022-08-14,SKU0149,2.0,5.403161627321375,3.403161627321375,11.581509061672671
