sku_id,inventory_units,forecast_8w_units,average_weekly_demand,peak_weekly_demand,forecast_std,days_of_cover,weeks_of_cover,stockout_gap_units,excess_inventory_units,stockout_probability_score,stockout_score,overstock_score,risk_score,stockout_risk,overstock_risk,risk_level,safety_stock_units,target_inventory_units,recommended_replenishment_units,inventory_value,excess_inventory_value,recommended_action,minimum_weekly_demand,snapshot_date,on_order_units,lead_time_days,reorder_point
SKU0014,10,20.482896354596257,2.560362044324532,2.8076725104466527,0.19082981530242268,27.339883496229227,3.905697642318461,10.482896354596257,0.0,0.5117877947101924,70,10,46.0,HIGH,LOW,MEDIUM,5.120724088649064,25.60362044324532,15.603620443245319,0,0,REPLENISH SOON - increase replenishment priority,2.2512146535395505,2023-12-25,17,14.0,3
SKU0015,5,34.52695315684275,4.315869144605344,4.669742694891719,0.200976413879895,8.109606391507151,1.158515198786736,29.52695315684275,0.0,0.855185600151658,100,10,64.0,VERY HIGH,LOW,HIGH,8.631738289210688,43.15869144605344,38.15869144605344,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,4.070087220228511,2023-12-25,0,7.0,2
SKU0016,38,80.46449326626059,10.058061658282574,10.662472172188547,0.32243257908032014,26.446447540014365,3.7780639342877667,42.46449326626059,0.0,0.5277420082140292,70,10,46.0,HIGH,LOW,MEDIUM,20.116123316565147,100.58061658282574,62.58061658282574,0,0,REPLENISH SOON - increase replenishment priority,9.759040189037506,2023-12-25,0,7.0,9
SKU0017,24,47.719910244484694,5.964988780560587,6.568249274722396,0.31290608629587124,28.164344675299027,4.0234778107570035,23.719910244484694,0.0,0.4970652736553745,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,11.929977561121174,59.64988780560587,35.64988780560587,0,0,MONITOR STOCK - consider planned replenishment,5.563879704976663,2023-12-25,0,14.0,10
SKU0018,107,183.57616414137956,22.947020517672446,23.405875534396355,0.30193525440201957,32.64040311565348,4.66291473080764,76.57616414137956,0.0,0.417135658649045,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,45.89404103534489,229.47020517672445,122.47020517672445,0,0,MONITOR STOCK - consider planned replenishment,22.643140062881475,2023-12-25,0,7.0,26
SKU0019,24,46.12489723498395,5.7656121543729935,5.980030725161682,0.35683154690994084,29.138276301255974,4.162610900179425,22.124897234983948,0.0,0.47967363747757186,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,11.531224308745987,57.65612154372994,33.65612154372994,0,0,MONITOR STOCK - consider planned replenishment,4.962566042953559,2023-12-25,0,10.0,8
SKU0020,15,25.14025426736399,3.1425317834204987,3.4908481993008937,0.2538309804996013,33.4125498917667,4.773221413109528,10.14025426736399,0.0,0.4033473233613089,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,6.285063566840997,31.425317834204986,16.425317834204986,0,0,MONITOR STOCK - consider planned replenishment,2.773586424533089,2023-12-25,0,7.0,3
SKU0021,0,1011.2936789515097,126.41170986893871,135.35369563477488,4.175445973788455,0.0,0.0,1011.2936789515097,0.0,1.0,100,10,64.0,VERY HIGH,LOW,HIGH,252.82341973787743,1264.1170986893871,1264.1170986893871,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,121.84178516064188,2023-12-25,982,10.0,151
SKU0022,99,94.00745567439064,11.75093195929883,12.392471175807056,0.4816539606787162,58.9740458374121,8.42486369105887,0.0,4.992544325609359,0.0,10,70,34.0,LOW,HIGH,MEDIUM,23.50186391859766,117.5093195929883,18.509319592988305,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,11.221992793973572,2023-12-25,81,7.0,13
SKU0023,43,156.6545432522737,19.581817906534212,25.37598682071912,2.350191808786903,15.371402258804581,2.1959146084006544,113.6545432522737,0.0,0.7255106739499182,70,10,46.0,HIGH,LOW,MEDIUM,39.163635813068424,195.81817906534212,152.81817906534212,0,0,REPLENISH SOON - increase replenishment priority,18.433416846058112,2023-12-25,0,7.0,19
SKU0024,18,22.089638951119824,2.761204868889978,2.8709602867493267,0.06424853883595838,45.63225330348371,6.518893329069101,4.089638951119824,0.0,0.18513833386636233,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,5.522409737779956,27.61204868889978,9.61204868889978,0,0,MONITOR STOCK - consider planned replenishment,2.698628127716481,2023-12-25,0,7.0,3
SKU0025,47,73.78708773983392,9.22338596747924,9.792762657949464,0.3556100961201277,35.670197599885974,5.095742514269426,26.78708773983392,0.0,0.36303218571632184,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,18.44677193495848,92.2338596747924,45.2338596747924,0,0,MONITOR STOCK - consider planned replenishment,8.687048378400775,2023-12-25,0,21.0,28
SKU0026,125,190.782460331884,23.8478075414855,24.74755180375096,0.7599258101742746,36.69100392050109,5.241571988643013,65.78246033188401,0.0,0.3448035014196234,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,47.695615082971,238.47807541485503,113.47807541485503,0,0,MONITOR STOCK - consider planned replenishment,23.00899263923787,2023-12-25,0,30.0,89
SKU0027,30,28.598520287830762,3.5748150359788453,3.923263017703551,0.349867032905747,58.744298064780416,8.392042580682915,0.0,1.4014797121692375,0.0,10,70,34.0,LOW,HIGH,MEDIUM,7.149630071957691,35.748150359788454,5.748150359788454,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,2.9899128197096383,2023-12-25,31,21.0,13
SKU0028,120,198.36244358831252,24.795305448539064,26.20622055965862,1.181380437985735,33.87738060913836,4.83962580130548,78.36244358831252,0.0,0.395046774836815,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,49.59061089707813,247.95305448539065,127.95305448539065,0,0,MONITOR STOCK - consider planned replenishment,23.125339887256704,2023-12-25,0,10.0,40
SKU0029,27,87.72209013798596,10.965261267248245,11.466234227293269,0.3126383911021366,17.23625141194925,2.4623216302784647,60.72209013798596,0.0,0.692209796215192,70,10,46.0,HIGH,LOW,MEDIUM,21.93052253449649,109.65261267248245,82.65261267248245,0,0,REPLENISH SOON - increase replenishment priority,10.496543779122218,2023-12-25,0,10.0,12
SKU0030,83,100.12258767234759,12.515323459043449,13.07319696586821,0.2679439331074694,46.42309101329499,6.631870144756428,17.122587672347592,0.0,0.1710162319054465,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,25.030646918086898,125.1532345904345,42.153234590434494,0,0,MONITOR STOCK - consider planned replenishment,12.239999091731477,2023-12-25,0,7.0,12
SKU0031,15,82.37906149724876,10.297382687156095,10.908964220938884,0.32958104915468417,10.196765837494443,1.4566808339277777,67.37906149724876,0.0,0.8179148957590278,100,10,64.0,VERY HIGH,LOW,HIGH,20.59476537431219,102.97382687156095,87.97382687156095,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,9.905333727091277,2023-12-25,0,10.0,12
SKU0032,1334,1262.2677887817447,157.78347359771809,174.9743986306689,11.02867334305013,59.182370542861776,8.45462436326597,0.0,71.73221121825532,0.0,10,70,34.0,LOW,HIGH,MEDIUM,315.56694719543617,1577.8347359771808,243.8347359771808,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,144.27562948489725,2023-12-25,1074,10.0,241
SKU0033,96,104.58075359299926,13.072594199124907,13.357870831281708,0.12894957236157686,51.40525206886513,7.343607438409305,8.580753592999258,0.0,0.08204907019883688,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,26.145188398249815,130.72594199124907,34.72594199124907,0,0,MONITOR STOCK - consider planned replenishment,12.900550496893729,2023-12-25,0,30.0,77
SKU0034,26,44.6877212368574,5.585965154607175,5.885965930445978,0.2771306114521955,32.58165687802234,4.654522411146049,18.6877212368574,0.0,0.4181846986067439,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,11.17193030921435,55.859651546071746,29.859651546071746,0,0,MONITOR STOCK - consider planned replenishment,5.08909032118686,2023-12-25,27,14.0,10
SKU0035,412,438.507658645399,54.81345733067487,76.73942428542384,9.001844520776375,52.61481651488616,7.516402359269451,26.507658645398976,0.0,0.060449705091318605,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,109.62691466134974,548.1345733067487,136.13457330674873,0,0,MONITOR STOCK - consider planned replenishment,49.490393964022445,2023-12-25,0,21.0,147
SKU0036,29,32.66781646757557,4.083477058446946,4.265697589269401,0.12072521104686704,49.71253593309185,7.1017908475845495,3.6678164675755696,0.0,0.11227614405193134,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,8.166954116893892,40.83477058446946,11.83477058446946,0,0,MONITOR STOCK - consider planned replenishment,3.923263017703551,2023-12-25,43,14.0,8
SKU0037,140,199.99701432007015,24.99962679000877,26.51594573913425,1.0516796933550616,39.20058520200238,5.600083600286054,59.99701432007015,0.0,0.2999895499642432,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,49.99925358001754,249.99626790008767,109.99626790008767,0,0,MONITOR STOCK - consider planned replenishment,23.935101373451285,2023-12-25,0,30.0,100
SKU0038,0,21.252234883981032,2.656529360497629,2.927737552110805,0.2723524549532671,0.0,0.0,21.252234883981032,0.0,1.0,100,10,64.0,VERY HIGH,LOW,HIGH,5.313058720995258,26.56529360497629,26.56529360497629,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,2.240718215130082,2023-12-25,14,7.0,1
SKU0039,20,41.53315711320274,5.191644639150343,5.509434578046663,0.13852622972847725,26.966406549526898,3.8523437927895565,21.53315711320274,0.0,0.5184570259013054,70,10,46.0,HIGH,LOW,MEDIUM,10.383289278300685,51.91644639150343,31.916446391503428,0,0,REPLENISH SOON - increase replenishment priority,5.08909032118686,2023-12-25,0,30.0,15
SKU0040,31,251.40670109566258,31.425837636957823,33.37014615096821,1.1960143077656553,6.905146093697144,0.9864494419567349,220.40670109566258,0.0,0.8766938197554082,100,10,64.0,VERY HIGH,LOW,HIGH,62.851675273915646,314.25837636957823,283.25837636957823,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,29.638419733298058,2023-12-25,157,10.0,33
SKU0041,309,281.670641242626,35.20883015532825,38.54509928972118,2.1439341486185777,61.43345264405688,8.776207520579554,0.0,27.329358757373996,0.0,10,70,34.0,LOW,HIGH,MEDIUM,70.4176603106565,352.0883015532825,43.08830155328252,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,32.223656591014446,2023-12-25,0,7.0,44
SKU0042,153,136.8397534139384,17.1049691767423,17.719205760343513,0.32337380003494726,62.61338380289181,8.944769114698829,0.0,16.16024658606159,0.0,10,70,34.0,LOW,HIGH,MEDIUM,34.2099383534846,171.049691767423,18.049691767423013,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,16.701098348828094,2023-12-25,0,21.0,67
SKU0043,54,180.919549395738,22.61494367446725,23.17239298147399,0.543379321169856,16.714611605545144,2.3878016579350203,126.91954939573799,0.0,0.7015247927581224,70,10,46.0,HIGH,LOW,MEDIUM,45.2298873489345,226.14943674467247,172.14943674467247,0,0,REPLENISH SOON - increase replenishment priority,21.57060577138613,2023-12-25,0,14.0,31
SKU0044,46,81.67766770882879,10.209708463603599,11.196771720992274,0.42486320929963955,31.538608682891567,4.5055155261273665,35.67766770882879,0.0,0.43681055923407913,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,20.419416927207198,102.09708463603599,56.09708463603599,0,0,MONITOR STOCK - consider planned replenishment,9.905333727091277,2023-12-25,0,10.0,18
SKU0045,10,25.59423909894896,3.19927988736862,3.4275417729357223,0.18737111394981829,21.879923752958792,3.1257033932798275,15.594239098948961,0.0,0.6092870758400216,70,10,46.0,HIGH,LOW,MEDIUM,6.39855977473724,31.9927988736862,21.9927988736862,0,0,REPLENISH SOON - increase replenishment priority,2.937538599852516,2023-12-25,0,7.0,3
SKU0046,46,55.190857045067744,6.898857130633468,7.253745287627143,0.1815828671330352,46.674397498420625,6.667771071202946,9.190857045067744,0.0,0.1665286160996318,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,13.797714261266936,68.98857130633468,22.988571306334677,0,0,MONITOR STOCK - consider planned replenishment,6.724275748207459,2023-12-25,0,10.0,11
SKU0047,0,81.84528049008225,10.23066006126028,10.94937282767972,0.44921221012042994,0.0,0.0,81.84528049008225,0.0,1.0,100,10,64.0,VERY HIGH,LOW,HIGH,20.46132012252056,102.30660061260281,102.30660061260281,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,9.704385226481202,2023-12-25,65,7.0,10
SKU0048,307,680.3371340512713,85.04214175640891,94.12015375065766,6.036017378412004,25.26982453188331,3.6099749331261872,373.3371340512713,0.0,0.5487531333592266,70,10,46.0,HIGH,LOW,MEDIUM,170.08428351281782,850.4214175640891,543.4214175640891,0,0,REPLENISH SOON - increase replenishment priority,75.1395199829128,2023-12-25,0,21.0,194
SKU0049,43,208.30829666197513,26.038537082746892,27.861005841431343,1.333037932996631,11.55978920948836,1.651398458498337,165.30829666197513,0.0,0.7935751926877079,100,10,64.0,VERY HIGH,LOW,HIGH,52.077074165493784,260.38537082746893,217.38537082746893,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,24.27978535801706,2023-12-25,0,7.0,27
SKU0050,2,27.71939952709664,3.46492494088708,4.006121960545936,0.2717655762883523,4.04049156586225,0.5772130808374641,25.71939952709664,0.0,0.927848364895317,100,10,64.0,VERY HIGH,LOW,HIGH,6.92984988177416,34.6492494088708,32.6492494088708,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,3.020109881487586,2023-12-25,17,14.0,4
SKU0051,139,187.04567230806222,23.380709038507778,26.64816867022105,1.3979757882564794,41.61550440568245,5.945072057954636,48.04567230806222,0.0,0.25686599275567046,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,46.761418077015556,233.80709038507777,94.80709038507777,0,0,MONITOR STOCK - consider planned replenishment,21.848732925369863,2023-12-25,150,10.0,38
SKU0052,21,99.20503440452252,12.400629300565315,12.744524023408664,0.17165551126353437,11.854237106603824,1.6934624438005466,78.20503440452252,0.0,0.7883171945249317,100,10,64.0,VERY HIGH,LOW,HIGH,24.80125860113063,124.00629300565315,103.00629300565315,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,12.153707381436732,2023-12-25,0,7.0,11
SKU0053,58,71.17096310539195,8.896370388173994,9.25846310914574,0.3337271788579015,45.63658911275756,6.519512730393937,13.170963105391948,0.0,0.1850609087007579,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,17.792740776347987,88.96370388173993,30.96370388173993,0,0,MONITOR STOCK - consider planned replenishment,8.328120641877634,2023-12-25,0,30.0,34
SKU0054,221,306.6225388246973,38.32781735308716,59.97815670914877,8.77009118335039,40.36232968208389,5.7660470974405555,85.6225388246973,0.0,0.2792441128199305,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,76.65563470617433,383.27817353087164,162.27817353087164,0,0,MONITOR STOCK - consider planned replenishment,34.025714039271975,2023-12-25,324,10.0,54
SKU0055,212,535.151937588747,66.89399219859338,72.53209449640421,3.075415192550984,22.184353949071152,3.169193421295879,323.15193758874705,0.0,0.6038508223380151,70,10,46.0,HIGH,LOW,MEDIUM,133.78798439718676,668.9399219859338,456.9399219859338,0,0,REPLENISH SOON - increase replenishment priority,62.38477741871234,2023-12-25,0,10.0,89
SKU0056,128,387.71654142164954,48.46456767770619,52.78682193363552,1.9275227289629413,18.48773326440219,2.6411047520574558,259.71654142164954,0.0,0.669861905992818,70,10,46.0,HIGH,LOW,MEDIUM,96.92913535541238,484.6456767770619,356.6456767770619,0,0,REPLENISH SOON - increase replenishment priority,46.21251531827586,2023-12-25,0,7.0,55
SKU0057,30,60.06568489565,7.50821061195625,7.853331258087833,0.25174144007219096,27.96938056926521,3.9956257956093157,30.06568489565,0.0,0.5005467755488355,70,10,46.0,HIGH,LOW,MEDIUM,15.0164212239125,75.0821061195625,45.082106119562496,0,0,REPLENISH SOON - increase replenishment priority,7.178074118152981,2023-12-25,0,21.0,20
SKU0058,36,75.7128047306062,9.464100591325774,9.891395001261456,0.1927063071132069,26.62693592151462,3.8038479887878025,39.712804730606194,0.0,0.5245190014015246,70,10,46.0,HIGH,LOW,MEDIUM,18.92820118265155,94.64100591325774,58.64100591325774,0,0,REPLENISH SOON - increase replenishment priority,9.295807748916726,2023-12-25,0,14.0,25
SKU0059,208,217.8884145020935,27.236051812761687,28.017502199463323,0.5417563006514203,53.45855596139594,7.636936565913706,9.888414502093497,0.0,0.045382929260786777,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,54.472103625523374,272.36051812761684,64.36051812761684,0,0,MONITOR STOCK - consider planned replenishment,26.622783461718605,2023-12-25,0,14.0,54
SKU0060,263,549.928577228643,68.74107215358038,71.32873445092086,1.9767360978393114,26.78165967337348,3.8259513819104964,286.928577228643,0.0,0.5217560772611879,70,10,46.0,HIGH,LOW,MEDIUM,137.48214430716075,687.4107215358038,424.41072153580376,0,0,REPLENISH SOON - increase replenishment priority,65.79331792059934,2023-12-25,0,30.0,252
SKU0061,19,121.72539219806367,15.21567402475796,15.819233872909312,0.37162703676457065,8.740986418583299,1.2487123455118998,102.72539219806367,0.0,0.8439109568110125,100,10,64.0,VERY HIGH,LOW,HIGH,30.43134804951592,152.1567402475796,133.1567402475796,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,14.5638352924076,2023-12-25,0,7.0,10
SKU0062,82,153.21202186657268,19.151502733321585,19.920506160223557,0.551601439382081,29.971538421436808,4.281648345919544,71.21202186657268,0.0,0.46479395676005697,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,38.30300546664317,191.51502733321587,109.51502733321587,0,0,MONITOR STOCK - consider planned replenishment,18.59237817901304,2023-12-25,0,10.0,20
SKU0063,12,51.35809170584399,6.419761463230499,6.688348313050254,0.21751490367490317,13.084598311185573,1.8692283301693675,39.35809170584399,0.0,0.7663464587288291,100,10,64.0,VERY HIGH,LOW,HIGH,12.839522926460997,64.19761463230499,52.19761463230499,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,6.080266779658889,2023-12-25,26,21.0,14
SKU0064,12,30.147858768588563,3.7684823460735704,4.008087150993959,0.17702030131193822,22.290140243729855,3.1843057491042654,18.147858768588563,0.0,0.6019617813619669,70,10,46.0,HIGH,LOW,MEDIUM,7.536964692147141,37.6848234607357,25.6848234607357,0,0,REPLENISH SOON - increase replenishment priority,3.444670597777664,2023-12-25,0,14.0,8
SKU0065,32,390.27081207918843,48.783851509898554,51.98654927424225,2.528516022718949,4.591683376097293,0.655954768013899,358.27081207918843,0.0,0.9180056539982626,100,10,64.0,VERY HIGH,LOW,HIGH,97.56770301979711,487.83851509898557,455.83851509898557,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,45.544745009697216,2023-12-25,436,10.0,69
SKU0066,303,587.4816095485947,73.43520119357434,80.07757956176329,4.815016500741655,28.882606236879074,4.126086605268439,284.48160954859475,0.0,0.4842391743414451,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,146.8704023871487,734.3520119357435,431.35201193574346,0,0,MONITOR STOCK - consider planned replenishment,68.41393667581016,2023-12-25,753,30.0,398
SKU0067,104,97.55792049695425,12.194740062119282,12.900550496893729,0.4533752257092539,59.697869433182774,8.528267061883252,0.0,6.442079503045747,0.0,10,70,34.0,LOW,HIGH,MEDIUM,24.389480124238563,121.94740062119281,17.947400621192813,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,11.508893449464743,2023-12-25,148,10.0,23
SKU0068,490,489.34880118183037,61.168600147728796,63.47603416077663,1.504636462453453,56.074521759794706,8.010645965684958,0.0,0.6511988181696324,0.0,10,70,34.0,LOW,HIGH,MEDIUM,122.33720029545759,611.686001477288,121.68600147728796,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,58.633238361006455,2023-12-25,0,21.0,182
SKU0069,98,192.05099948419635,24.006374935524544,24.683224725874258,0.6936058825089108,28.575742978372787,4.0822489969103986,94.05099948419635,0.0,0.4897188753862002,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,48.01274987104909,240.06374935524545,142.06374935524545,0,0,MONITOR STOCK - consider planned replenishment,23.125339887256704,2023-12-25,0,7.0,28
SKU0070,35,87.99541436419882,10.999426795524853,11.221992793973572,0.2563297518358483,22.27388795384128,3.181983993405897,52.99541436419882,0.0,0.6022520008242629,70,10,46.0,HIGH,LOW,MEDIUM,21.998853591049706,109.99426795524853,74.99426795524853,0,0,REPLENISH SOON - increase replenishment priority,10.428893721606986,2023-12-25,0,7.0,8
SKU0071,157,246.78830633429607,30.84853829178701,41.91620360546155,4.478432956051496,35.62567501918213,5.089382145597448,89.78830633429607,0.0,0.363827231800319,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,61.69707658357402,308.4853829178701,151.48538291787008,0,0,MONITOR STOCK - consider planned replenishment,28.87796523374912,2023-12-25,0,7.0,28
SKU0072,689,763.5893191315076,95.44866489143845,105.71079577865702,6.314576080971495,50.529779599176074,7.218539942739438,74.58931913150764,0.0,0.09768250715757018,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,190.8973297828769,954.4866489143845,265.48664891438455,0,0,MONITOR STOCK - consider planned replenishment,83.61908651617934,2023-12-25,1088,14.0,231
SKU0073,71,113.85319545064674,14.231649431330842,14.958909591303032,0.3895243355147235,34.92216432101392,4.988880617287703,42.85319545064674,0.0,0.3763899228390371,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,28.463298862661684,142.31649431330843,71.31649431330843,0,0,MONITOR STOCK - consider planned replenishment,13.782552288942217,2023-12-25,0,7.0,17
SKU0074,582,814.2869974814932,101.78587468518666,112.1248590423192,5.875474687010715,40.02520008400445,5.717885726286351,232.28699748149324,0.0,0.28526428421420613,40,40,40.0,MEDIUM,MEDIUM,MEDIUM,203.5717493703733,1017.8587468518665,435.8587468518665,0,0,MONITOR STOCK - consider planned replenishment,94.8467951083626,2023-12-25,0,30.0,512
SKU0075,2,20.006005199882985,2.500750649985373,2.744496089019432,0.2113254976882244,5.598319048755175,0.7997598641078821,18.006005199882985,0.0,0.9000300169865147,100,10,64.0,VERY HIGH,LOW,HIGH,5.001501299970746,25.007506499853733,23.007506499853733,0,0,URGENT REPLENISHMENT - prioritize purchase/order immediately,2.1673184143285624,2023-12-25,0,,1
SKU0076,323,304.0576777369929,38.00720971712411,40.6339008599216,1.9235254532665098,59.48871324224858,8.49838760603551,0.0,18.9423222630071,0.0,10,70,34.0,LOW,HIGH,MEDIUM,76.01441943424823,380.0720971712411,57.072097171241126,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,35.005421203072174,2023-12-25,348,14.0,97
SKU0077,204,169.40552286669023,21.17569035833628,21.587922869889944,0.4224325443705805,67.43581795140088,9.633688278771553,0.0,34.594477133309766,0.0,10,70,34.0,LOW,HIGH,MEDIUM,42.35138071667256,211.7569035833628,7.756903583362799,0,0,REDUCE INVENTORY - slow purchasing and consider promotion,20.185793615240872,2023-12-25,209,21.0,60
