sku_id,date,units_sold,revenue,avg_price,promo_days,holiday_days,avg_on_hand_units,avg_on_order_units,category,subcategory,unit_cost,list_price,week_start,year,week_number,month,quarter,promo_ratio,margin
SKU0001,2022-11-06,28.0,95347.99,3418.132857142857,0,0,15.0,262.0,Furnishings,Sofas,2110.16,3425.34,2022-10-31,2022,44,11,4,0.0,36623.240000000005
SKU0001,2022-11-13,30.0,99743.02,3375.7371428571428,1,1,0.0,199.0,Furnishings,Sofas,2110.16,3425.34,2022-11-07,2022,45,11,4,0.14285714285714285,37967.31428571429
SKU0001,2022-11-20,41.0,135573.38,3319.781428571429,0,0,184.0,209.0,Furnishings,Sofas,2110.16,3425.34,2022-11-14,2022,46,11,4,0.0,49594.47857142859
SKU0001,2022-11-27,29.0,95975.26000000001,3313.04,0,0,150.0,0.0,Furnishings,Sofas,2110.16,3425.34,2022-11-21,2022,47,11,4,0.0,34883.520000000004
SKU0001,2022-12-04,33.0,113114.36,3401.5728571428567,0,0,128.0,0.0,Furnishings,Sofas,2110.16,3425.34,2022-11-28,2022,48,12,4,0.0,42616.62428571428
SKU0001,2022-12-11,34.0,113764.13,3360.0,0,0,95.0,0.0,Furnishings,Sofas,2110.16,3425.34,2022-12-05,2022,49,12,4,0.0,42494.560000000005
SKU0001,2022-12-18,29.0,95724.78,3322.9285714285716,0,0,56.0,0.0,Furnishings,Sofas,2110.16,3425.34,2022-12-12,2022,50,12,4,0.0,35170.28857142858
SKU0001,2022-12-25,33.0,110891.76000000001,3360.2042857142856,1,1,15.0,279.0,Furnishings,Sofas,2110.16,3425.34,2022-12-19,2022,51,12,4,0.14285714285714285,41251.46142857143
SKU0001,2023-01-01,50.0,171582.47,3415.937142857143,6,0,0.0,329.0,Furnishings,Sofas,2110.16,3425.34,2022-12-26,2023,52,1,1,0.8571428571428571,65288.85714285716
SKU0001,2023-01-08,44.0,144694.79,3302.2371428571428,0,0,190.0,291.0,Furnishings,Sofas,2110.16,3425.34,2023-01-02,2023,1,1,1,0.0,52451.39428571429
SKU0001,2023-01-15,32.0,107057.09,3338.651428571429,0,0,158.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-01-09,2023,2,1,1,0.0,39311.72571428573
SKU0001,2023-01-22,34.0,110802.05,3276.6657142857143,0,0,130.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-01-16,2023,3,1,1,0.0,39661.19428571429
SKU0001,2023-01-29,35.0,116942.23999999999,3295.152857142857,3,1,102.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-01-23,2023,4,1,1,0.42857142857142855,41474.75
SKU0001,2023-02-05,27.0,87176.69,3201.12,0,0,75.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-01-30,2023,5,2,1,0.0,29455.920000000002
SKU0001,2023-02-12,39.0,128504.63,3330.43,0,0,47.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-02-06,2023,6,2,1,0.0,47590.53
SKU0001,2023-02-19,30.0,102701.4,3431.1314285714284,0,0,27.0,223.0,Furnishings,Sofas,2110.16,3425.34,2023-02-13,2023,7,2,1,0.0,39629.142857142855
SKU0001,2023-02-26,49.0,162331.23,3339.0171428571425,0,0,0.0,352.0,Furnishings,Sofas,2110.16,3425.34,2023-02-20,2023,8,2,1,0.0,60213.99999999999
SKU0001,2023-03-05,26.0,88458.55,3323.9871428571428,0,0,185.0,191.0,Furnishings,Sofas,2110.16,3425.34,2023-02-27,2023,9,3,1,0.0,31559.505714285715
SKU0001,2023-03-12,16.0,53722.9,3329.2242857142855,1,1,170.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-03-06,2023,10,3,1,0.14285714285714285,19505.02857142857
SKU0001,2023-03-19,29.0,96907.83,3345.1071428571427,0,0,147.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-03-13,2023,11,3,1,0.0,35813.46714285714
SKU0001,2023-03-26,18.0,60032.42,3405.684285714286,0,0,123.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-03-20,2023,12,3,1,0.0,23319.43714285715
SKU0001,2023-04-02,33.0,112096.35,3415.404285714286,0,0,94.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-03-27,2023,13,4,2,0.0,43073.06142857144
SKU0001,2023-04-09,16.0,55502.04,3428.39,2,2,77.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-04-03,2023,14,4,2,0.2857142857142857,21091.68
SKU0001,2023-04-16,12.0,40776.92,3434.06,0,0,51.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-04-10,2023,15,4,2,0.0,15886.800000000001
SKU0001,2023-04-23,26.0,88319.77,3379.84,0,0,24.0,227.0,Furnishings,Sofas,2110.16,3425.34,2023-04-17,2023,16,4,2,0.0,33011.68000000001
SKU0001,2023-04-30,25.0,83969.58,3345.095714285714,0,0,210.0,349.0,Furnishings,Sofas,2110.16,3425.34,2023-04-24,2023,17,4,2,0.0,30873.39285714286
SKU0001,2023-05-07,41.0,139100.99,3406.447142857143,7,0,190.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-05-01,2023,18,5,2,1.0,53147.77285714286
SKU0001,2023-05-14,23.0,74564.35,3216.7999999999997,0,0,169.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-05-08,2023,19,5,2,0.0,25452.719999999998
SKU0001,2023-05-21,29.0,96836.75,3310.44,0,0,139.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-05-15,2023,20,5,2,0.0,34808.12
SKU0001,2023-05-28,19.0,62650.18,3371.195714285714,0,0,111.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-05-22,2023,21,5,2,0.0,23959.67857142857
SKU0001,2023-06-04,23.0,76524.82,3277.5128571428572,0,0,81.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-05-29,2023,22,6,2,0.0,26849.11571428572
SKU0001,2023-06-11,27.0,88905.53,3280.8214285714284,0,0,65.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-06-05,2023,23,6,2,0.0,31607.858571428573
SKU0001,2023-06-18,19.0,62864.15,3320.3928571428573,0,0,50.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-06-12,2023,24,6,2,0.0,22994.424285714293
SKU0001,2023-06-25,16.0,54903.69,3409.7128571428575,0,0,37.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-06-19,2023,25,6,2,0.0,20792.845714285722
SKU0001,2023-07-02,14.0,46572.72,3290.671428571429,0,0,166.0,235.0,Furnishings,Sofas,2110.16,3425.34,2023-06-26,2023,26,7,3,0.0,16527.160000000003
SKU0001,2023-07-09,26.0,83424.9,3211.0728571428576,0,0,141.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-07-03,2023,27,7,3,0.0,28623.7342857143
SKU0001,2023-07-16,13.0,42996.82,3283.0485714285714,0,0,120.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-07-10,2023,28,7,3,0.0,15247.55142857143
SKU0001,2023-07-23,27.0,88799.64,3297.3414285714284,0,0,109.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-07-17,2023,29,7,3,0.0,32053.89857142857
SKU0001,2023-07-30,22.0,75347.84,3380.6814285714286,0,0,92.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-07-24,2023,30,7,3,0.0,27951.471428571433
SKU0001,2023-08-06,27.0,91577.61,3384.3414285714284,0,0,66.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-07-31,2023,31,8,3,0.0,34402.89857142857
SKU0001,2023-08-13,12.0,40325.8,3382.2585714285715,1,0,44.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-08-07,2023,32,8,3,0.14285714285714285,15265.18285714286
SKU0001,2023-08-20,23.0,78705.89,3422.002857142857,3,1,268.0,180.0,Furnishings,Sofas,2110.16,3425.34,2023-08-14,2023,33,8,3,0.42857142857142855,30172.385714285716
SKU0001,2023-08-27,25.0,83349.4,3353.3014285714285,0,0,243.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-08-21,2023,34,8,3,0.0,31078.535714285714
SKU0001,2023-09-03,23.0,74441.79000000001,3239.662857142857,0,0,221.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-08-28,2023,35,9,3,0.0,25978.565714285713
SKU0001,2023-09-10,38.0,128066.44,3394.9,0,0,187.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-09-04,2023,36,9,3,0.0,48820.12000000001
SKU0001,2023-09-17,28.0,94213.83,3326.445714285714,0,0,154.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-09-11,2023,37,9,3,0.0,34056.0
SKU0001,2023-09-24,35.0,116735.41,3332.3585714285714,0,0,125.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-09-18,2023,38,9,3,0.0,42776.950000000004
SKU0001,2023-10-01,41.0,136690.18,3362.452857142857,4,1,108.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-09-25,2023,39,10,4,0.5714285714285714,51344.00714285714
SKU0001,2023-10-08,31.0,103415.69,3314.4557142857143,6,1,85.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-10-02,2023,40,10,4,0.8571428571428571,37333.16714285715
SKU0001,2023-10-15,36.0,121148.77,3333.7557142857145,0,0,48.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-10-09,2023,41,10,4,0.0,44049.44571428573
SKU0001,2023-10-22,30.0,103149.76,3420.2000000000003,0,0,21.0,332.0,Furnishings,Sofas,2110.16,3425.34,2023-10-16,2023,42,10,4,0.0,39301.20000000001
SKU0001,2023-10-29,25.0,83833.91,3346.8842857142854,1,1,0.0,234.0,Furnishings,Sofas,2110.16,3425.34,2023-10-23,2023,43,10,4,0.14285714285714285,30918.107142857138
SKU0001,2023-11-05,28.0,92873.62,3313.917142857143,0,0,134.0,340.0,Furnishings,Sofas,2110.16,3425.34,2023-10-30,2023,44,11,4,0.0,33705.20000000001
SKU0001,2023-11-12,47.0,159910.74,3372.4157142857143,3,0,118.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-11-06,2023,45,11,4,0.42857142857142855,59326.01857142858
SKU0001,2023-11-19,38.0,127599.32999999999,3305.558571428571,5,0,80.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-11-13,2023,46,11,4,0.7142857142857143,45425.14571428571
SKU0001,2023-11-26,28.0,92520.83,3328.342857142857,0,0,43.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-11-20,2023,47,11,4,0.0,34109.12
SKU0001,2023-12-03,28.0,95689.88,3427.5714285714284,1,1,242.0,224.0,Furnishings,Sofas,2110.16,3425.34,2023-11-27,2023,48,12,4,0.14285714285714285,36887.520000000004
SKU0001,2023-12-10,29.0,93183.27,3238.5,0,0,220.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-12-04,2023,49,12,4,0.0,32721.860000000004
SKU0001,2023-12-17,32.0,105463.94,3320.964285714286,0,0,187.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-12-11,2023,50,12,4,0.0,38745.73714285715
SKU0001,2023-12-24,24.0,80010.25,3363.2328571428575,0,0,163.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-12-18,2023,51,12,4,0.0,30073.748571428583
SKU0001,2023-12-31,43.0,141791.49,3321.878571428572,7,1,131.0,0.0,Furnishings,Sofas,2110.16,3425.34,2023-12-25,2023,52,12,4,1.0,52103.898571428595
SKU0002,2022-01-02,7.0,4902.12,697.3050000000001,0,0,,,Storage,Baskets,447.9,694.21,2021-12-27,2022,52,1,1,0.0,1745.8350000000005
SKU0002,2022-01-09,17.0,11625.39,689.5357142857143,0,0,108.0,0.0,Storage,Baskets,447.9,694.21,2022-01-03,2022,1,1,1,0.0,4107.807142857144
SKU0002,2022-01-16,13.0,8638.64,663.2485714285714,0,0,89.0,0.0,Storage,Baskets,447.9,694.21,2022-01-10,2022,2,1,1,0.0,2799.5314285714285
SKU0002,2022-01-23,7.0,4805.68,678.6114285714285,0,0,74.0,0.0,Storage,Baskets,447.9,694.21,2022-01-17,2022,3,1,1,0.0,1614.9799999999998
SKU0002,2022-01-30,12.0,8169.43,674.8971428571429,3,1,65.0,0.0,Storage,Baskets,447.9,694.21,2022-01-24,2022,4,1,1,0.42857142857142855,2723.9657142857145
SKU0002,2022-02-06,15.0,9813.73,670.4585714285714,0,0,49.0,0.0,Storage,Baskets,447.9,694.21,2022-01-31,2022,5,2,1,0.0,3338.3785714285714
SKU0002,2022-02-13,12.0,7946.92,677.3957142857142,0,0,31.0,0.0,Storage,Baskets,447.9,694.21,2022-02-07,2022,6,2,1,0.0,2753.948571428571
SKU0002,2022-02-20,11.0,7440.38,675.3857142857142,0,0,119.0,103.0,Storage,Baskets,447.9,694.21,2022-02-14,2022,7,2,1,0.0,2502.3428571428567
SKU0002,2022-02-27,11.0,7707.21,695.0642857142857,0,0,102.0,0.0,Storage,Baskets,447.9,694.21,2022-02-21,2022,8,2,1,0.0,2718.807142857143
SKU0002,2022-03-06,6.0,3977.21,661.3314285714285,0,0,93.0,0.0,Storage,Baskets,447.9,694.21,2022-02-28,2022,9,3,1,0.0,1280.5885714285714
SKU0002,2022-03-13,11.0,7689.9,702.0528571428571,0,0,84.0,0.0,Storage,Baskets,447.9,694.21,2022-03-07,2022,10,3,1,0.0,2795.681428571428
SKU0002,2022-03-20,10.0,6711.42,674.0128571428571,1,1,73.0,0.0,Storage,Baskets,447.9,694.21,2022-03-14,2022,11,3,1,0.14285714285714285,2261.1285714285714
SKU0002,2022-03-27,7.0,4732.09,663.1785714285714,0,0,65.0,0.0,Storage,Baskets,447.9,694.21,2022-03-21,2022,12,3,1,0.0,1506.9500000000003
SKU0002,2022-04-03,11.0,7264.2,661.9628571428572,0,0,55.0,0.0,Storage,Baskets,447.9,694.21,2022-03-28,2022,13,4,2,0.0,2354.6914285714292
SKU0002,2022-04-10,9.0,5886.73,655.7742857142857,0,0,46.0,0.0,Storage,Baskets,447.9,694.21,2022-04-04,2022,14,4,2,0.0,1870.8685714285716
SKU0002,2022-04-17,5.0,3523.1099999999997,678.7914285714286,2,2,34.0,0.0,Storage,Baskets,447.9,694.21,2022-04-11,2022,15,4,2,0.2857142857142857,1154.457142857143
SKU0002,2022-04-24,9.0,6063.719999999999,681.2142857142857,0,0,136.0,145.0,Storage,Baskets,447.9,694.21,2022-04-18,2022,16,4,2,0.0,2099.828571428571
SKU0002,2022-05-01,7.0,4526.99,646.3214285714286,1,0,127.0,0.0,Storage,Baskets,447.9,694.21,2022-04-25,2022,17,5,2,0.14285714285714285,1388.95
SKU0002,2022-05-08,13.0,8986.06,695.5385714285715,6,0,118.0,0.0,Storage,Baskets,447.9,694.21,2022-05-02,2022,18,5,2,0.8571428571428571,3219.3014285714294
SKU0002,2022-05-15,5.0,3520.08,688.5571428571428,0,0,105.0,0.0,Storage,Baskets,447.9,694.21,2022-05-09,2022,19,5,2,0.0,1203.2857142857142
SKU0002,2022-05-22,8.0,5478.84,687.0885714285714,0,0,94.0,0.0,Storage,Baskets,447.9,694.21,2022-05-16,2022,20,5,2,0.0,1913.5085714285715
SKU0002,2022-05-29,4.0,2544.86,660.7700000000001,0,0,82.0,0.0,Storage,Baskets,447.9,694.21,2022-05-23,2022,21,5,2,0.0,851.4800000000005
SKU0002,2022-06-05,5.0,3617.6,693.7142857142857,0,0,70.0,0.0,Storage,Baskets,447.9,694.21,2022-05-30,2022,22,6,2,0.0,1229.0714285714284
SKU0002,2022-06-12,3.0,2171.98,688.6,0,0,64.0,0.0,Storage,Baskets,447.9,694.21,2022-06-06,2022,23,6,2,0.0,722.1000000000001
SKU0002,2022-06-19,8.0,5433.91,688.9014285714285,0,0,52.0,0.0,Storage,Baskets,447.9,694.21,2022-06-13,2022,24,6,2,0.0,1928.011428571428
SKU0002,2022-06-26,8.0,5216.94,658.8028571428571,0,0,44.0,0.0,Storage,Baskets,447.9,694.21,2022-06-20,2022,25,6,2,0.0,1687.2228571428568
SKU0002,2022-07-03,8.0,5294.77,663.5357142857143,0,0,39.0,0.0,Storage,Baskets,447.9,694.21,2022-06-27,2022,26,7,3,0.0,1725.0857142857149
SKU0002,2022-07-10,8.0,5298.25,680.9228571428572,0,0,33.0,0.0,Storage,Baskets,447.9,694.21,2022-07-04,2022,27,7,3,0.0,1864.1828571428578
SKU0002,2022-07-17,9.0,6074.700000000001,685.7557142857142,0,0,28.0,0.0,Storage,Baskets,447.9,694.21,2022-07-11,2022,28,7,3,0.0,2140.7014285714286
SKU0002,2022-07-24,4.0,2696.91,670.0114285714286,0,0,23.0,0.0,Storage,Baskets,447.9,694.21,2022-07-18,2022,29,7,3,0.0,888.4457142857145
SKU0002,2022-07-31,8.0,5189.22,647.4885714285714,0,0,13.0,84.0,Storage,Baskets,447.9,694.21,2022-07-25,2022,30,7,3,0.0,1596.7085714285713
SKU0002,2022-08-07,6.0,4071.63,667.9685714285714,0,0,104.0,153.0,Storage,Baskets,447.9,694.21,2022-08-01,2022,31,8,3,0.0,1320.4114285714286
SKU0002,2022-08-14,8.0,5587.57,689.8457142857143,2,0,99.0,0.0,Storage,Baskets,447.9,694.21,2022-08-08,2022,32,8,3,0.2857142857142857,1935.5657142857144
SKU0002,2022-08-21,9.0,6376.77,679.1899999999999,2,1,92.0,0.0,Storage,Baskets,447.9,694.21,2022-08-15,2022,33,8,3,0.2857142857142857,2081.6099999999997
SKU0002,2022-08-28,12.0,8091.49,681.4671428571429,0,0,86.0,0.0,Storage,Baskets,447.9,694.21,2022-08-22,2022,34,8,3,0.0,2802.805714285715
SKU0002,2022-09-04,7.0,4773.94,680.0128571428571,0,0,79.0,0.0,Storage,Baskets,447.9,694.21,2022-08-29,2022,35,9,3,0.0,1624.79
SKU0002,2022-09-11,9.0,6015.06,680.0471428571428,0,0,62.0,0.0,Storage,Baskets,447.9,694.21,2022-09-05,2022,36,9,3,0.0,2089.324285714286
SKU0002,2022-09-18,11.0,7531.0,688.0142857142857,0,0,51.0,0.0,Storage,Baskets,447.9,694.21,2022-09-12,2022,37,9,3,0.0,2641.257142857143
SKU0002,2022-09-25,10.0,7044.27,683.5557142857143,0,0,40.0,0.0,Storage,Baskets,447.9,694.21,2022-09-19,2022,38,9,3,0.0,2356.5571428571434
SKU0002,2022-10-02,14.0,9566.57,676.8171428571429,1,1,27.0,0.0,Storage,Baskets,447.9,694.21,2022-09-26,2022,39,10,4,0.14285714285714285,3204.840000000001
SKU0002,2022-10-09,15.0,10328.119999999999,686.7185714285714,7,1,11.0,87.0,Storage,Baskets,447.9,694.21,2022-10-03,2022,40,10,4,1.0,3582.2785714285715
SKU0002,2022-10-16,12.0,8171.73,671.7028571428572,2,0,1.0,102.0,Storage,Baskets,447.9,694.21,2022-10-10,2022,41,10,4,0.2857142857142857,2685.6342857142863
SKU0002,2022-10-23,4.0,2620.75,682.1985714285714,3,0,66.0,119.0,Storage,Baskets,447.9,694.21,2022-10-17,2022,42,10,4,0.42857142857142855,937.1942857142858
SKU0002,2022-10-30,12.0,8059.59,673.8385714285714,5,1,55.0,0.0,Storage,Baskets,447.9,694.21,2022-10-24,2022,43,10,4,0.7142857142857143,2711.2628571428572
SKU0002,2022-11-06,15.0,10337.03,681.6871428571429,0,0,42.0,0.0,Storage,Baskets,447.9,694.21,2022-10-31,2022,44,11,4,0.0,3506.8071428571443
SKU0002,2022-11-13,6.0,4119.64,687.5857142857143,1,1,32.0,0.0,Storage,Baskets,447.9,694.21,2022-11-07,2022,45,11,4,0.14285714285714285,1438.1142857142859
