sku_id,actual_demand,seasonal_naive_wape,model_wape,wape_improvement_pct,model_bias_pct,backtest_rows
SKU0046,153.0,0.7712418300653595,1.0,-29.661016949152536,-1.0,32
SKU0047,288.0,0.2847222222222222,1.0,-251.21951219512195,-1.0,32
SKU0048,2687.0,0.23520655005582433,1.0,-325.15822784810126,-1.0,32
SKU0049,773.0,0.14747736093143596,1.0,-578.0701754385966,-1.0,32
SKU0050,92.0,0.5652173913043478,1.0,-76.92307692307693,-1.0,32
SKU0051,685.0,0.24671532846715327,1.0,-305.32544378698225,-1.0,32
SKU0052,405.0,0.35802469135802467,1.0,-179.31034482758622,-1.0,32
SKU0053,220.0,0.4636363636363636,1.0,-115.68627450980394,-1.0,32
SKU0054,1197.0,0.29908103592314117,1.0,-234.35754189944137,-1.0,32
SKU0055,2080.0,0.20721153846153847,1.0,-382.598607888631,-1.0,32
SKU0056,1555.0,0.1581993569131833,1.0,-532.1138211382113,-1.0,32
SKU0057,184.0,0.22826086956521738,1.0,-338.0952380952381,-1.0,32
SKU0058,258.0,0.3333333333333333,1.0,-200.00000000000006,-1.0,32
SKU0059,842.0,0.24821852731591448,1.0,-302.87081339712915,-1.0,32
SKU0060,2278.0,0.17471466198419666,1.0,-472.36180904522615,-1.0,32
SKU0061,378.0,0.29365079365079366,1.0,-240.54054054054052,-1.0,32
SKU0062,612.0,0.15359477124183007,1.0,-551.063829787234,-1.0,32
SKU0063,186.0,0.4838709677419355,1.0,-106.66666666666667,-1.0,32
SKU0064,95.0,0.30526315789473685,1.0,-227.5862068965517,-1.0,32
SKU0065,1464.0,0.1871584699453552,1.0,-434.30656934306563,-1.0,32
SKU0066,2267.0,0.09086898985443317,1.0,-1000.4854368932039,-1.0,32
SKU0067,402.0,0.21890547263681592,1.0,-356.8181818181818,-1.0,32
SKU0068,1717.0,0.32847990681421085,1.0,-204.43262411347516,-1.0,32
SKU0069,739.0,0.3125845737483085,1.0,-219.91341991341992,-1.0,32
SKU0070,351.0,0.5327635327635327,1.0,-87.7005347593583,-1.0,32
SKU0071,926.0,0.37688984881209503,1.0,-165.32951289398278,-1.0,32
SKU0072,2706.0,0.18403547671840353,1.0,-443.3734939759036,-1.0,32
SKU0073,451.0,0.2838137472283814,1.0,-252.34375,-1.0,32
SKU0074,3114.0,0.14547206165703275,1.0,-587.4172185430464,-1.0,32
SKU0075,30.0,1.3666666666666667,1.0,26.82926829268293,-1.0,32
SKU0076,1175.0,0.2178723404255319,1.0,-358.984375,-1.0,32
SKU0077,627.0,0.3062200956937799,1.0,-226.5625,-1.0,32
SKU0078,436.0,0.286697247706422,1.0,-248.8,-1.0,32
SKU0079,888.0,0.30292792792792794,1.0,-230.11152416356873,-1.0,32
SKU0080,64.0,0.65625,1.0,-52.38095238095239,-1.0,32
SKU0081,424.0,0.4056603773584906,1.0,-146.51162790697674,-1.0,32
SKU0082,760.0,0.3144736842105263,1.0,-217.9916317991632,-1.0,32
SKU0083,2315.0,0.2004319654427646,1.0,-398.9224137931034,-1.0,32
SKU0084,380.0,0.4368421052631579,1.0,-128.9156626506024,-1.0,32
SKU0085,116.0,0.9482758620689655,1.0,-5.454545454545453,-1.0,32
SKU0086,268.0,0.19776119402985073,1.0,-405.6603773584906,-1.0,32
SKU0087,1358.0,0.2106038291605302,1.0,-374.82517482517477,-1.0,32
SKU0088,779.0,0.1822849807445443,1.0,-448.5915492957746,-1.0,32
SKU0089,383.0,0.27676240208877284,1.0,-261.3207547169811,-1.0,32
SKU0090,993.0,0.21248741188318226,1.0,-370.6161137440758,-1.0,32
SKU0091,450.0,0.37555555555555553,1.0,-166.27218934911247,-1.0,32
SKU0092,2146.0,0.24091332712022367,1.0,-315.0870406189555,-1.0,32
SKU0093,333.0,0.3663663663663664,1.0,-172.95081967213116,-1.0,32
SKU0094,301.0,0.3787375415282392,1.0,-164.03508771929825,-1.0,32
SKU0095,291.0,0.24742268041237114,1.0,-304.16666666666663,-1.0,32
SKU0096,107.0,0.719626168224299,1.0,-38.961038961038966,-1.0,32
SKU0097,591.0,0.24196277495769883,1.0,-313.2867132867133,-1.0,32
SKU0098,782.0,0.2570332480818414,1.0,-289.0547263681592,-1.0,32
SKU0099,744.0,0.25,1.0,-300.0,-1.0,32
SKU0100,353.0,0.47592067988668557,1.0,-110.11904761904762,-1.0,32
SKU0101,79.0,0.569620253164557,1.0,-75.55555555555554,-1.0,32
SKU0102,488.0,0.2786885245901639,1.0,-258.8235294117647,-1.0,32
SKU0103,307.0,0.22149837133550487,1.0,-351.47058823529414,-1.0,32
SKU0104,217.0,0.5023041474654378,1.0,-99.08256880733943,-1.0,32
SKU0105,372.0,0.3736559139784946,1.0,-167.62589928057554,-1.0,32
SKU0106,814.0,0.37346437346437344,1.0,-167.76315789473685,-1.0,32
SKU0107,5321.0,0.15636158616801354,1.0,-539.5432692307692,-1.0,32
SKU0108,506.0,0.2826086956521739,1.0,-253.84615384615387,-1.0,32
SKU0109,842.0,0.24703087885985747,1.0,-304.8076923076923,-1.0,32
SKU0110,610.0,0.2786885245901639,1.0,-258.8235294117647,-1.0,32
SKU0111,47.0,0.723404255319149,1.0,-38.23529411764705,-1.0,32
SKU0112,450.0,0.26222222222222225,1.0,-281.3559322033898,-1.0,32
SKU0113,713.0,0.22580645161290322,1.0,-342.85714285714283,-1.0,32
SKU0114,9466.0,0.10606380731037397,1.0,-842.8286852589641,-1.0,32
SKU0115,358.0,0.18435754189944134,1.0,-442.4242424242425,-1.0,32
SKU0116,720.0,0.20277777777777778,1.0,-393.1506849315069,-1.0,32
SKU0117,530.0,0.3150943396226415,1.0,-217.36526946107784,-1.0,32
SKU0118,173.0,0.6589595375722543,1.0,-51.754385964912274,-1.0,32
SKU0119,2132.0,0.17589118198874296,1.0,-468.53333333333336,-1.0,32
SKU0120,1406.0,0.15362731152204837,1.0,-550.925925925926,-1.0,32
SKU0121,1775.0,0.20169014084507042,1.0,-395.8100558659218,-1.0,32
SKU0122,166.0,0.7771084337349398,1.0,-28.68217054263566,-1.0,32
SKU0123,3273.0,0.11732355637030248,1.0,-752.34375,-1.0,32
SKU0124,54.0,1.0,1.0,0.0,-1.0,32
SKU0125,864.0,0.21875,1.0,-357.14285714285717,-1.0,32
SKU0126,9942.0,0.1471534902434118,1.0,-579.5625427204375,-1.0,32
SKU0127,122.0,0.6065573770491803,1.0,-64.86486486486486,-1.0,32
SKU0128,236.0,0.4152542372881356,1.0,-140.81632653061226,-1.0,32
SKU0129,472.0,0.2457627118644068,1.0,-306.8965517241379,-1.0,32
SKU0130,322.0,0.38509316770186336,1.0,-159.6774193548387,-1.0,32
SKU0131,68.0,0.6764705882352942,1.0,-47.82608695652173,-1.0,32
SKU0132,619.0,0.3408723747980614,1.0,-193.36492890995262,-1.0,32
SKU0133,90.0,0.7555555555555555,1.0,-32.35294117647059,-1.0,32
SKU0134,1218.0,0.28407224958949095,1.0,-252.02312138728325,-1.0,32
SKU0135,185.0,0.3945945945945946,1.0,-153.42465753424656,-1.0,32
SKU0136,2931.0,0.17946093483452746,1.0,-457.2243346007604,-1.0,32
SKU0137,210.0,0.6428571428571429,1.0,-55.55555555555555,-1.0,32
SKU0138,475.0,0.1726315789473684,1.0,-479.26829268292687,-1.0,32
SKU0139,1659.0,0.20795660036166366,1.0,-380.86956521739125,-1.0,32
SKU0140,127.0,0.7165354330708661,1.0,-39.56043956043957,-1.0,32
SKU0141,865.0,0.36878612716763004,1.0,-171.1598746081505,-1.0,32
SKU0142,1921.0,0.19260801665799063,1.0,-419.18918918918916,-1.0,32
SKU0143,81.0,0.5432098765432098,1.0,-84.09090909090911,-1.0,32
SKU0144,749.0,0.15220293724966621,1.0,-557.0175438596491,-1.0,32
SKU0145,769.0,0.23146944083224968,1.0,-332.0224719101123,-1.0,32
SKU0146,1578.0,0.26679340937896073,1.0,-274.82185273159143,-1.0,32
SKU0147,202.0,0.4752475247524752,1.0,-110.41666666666667,-1.0,32
SKU0148,76.0,0.6710526315789473,1.0,-49.01960784313726,-1.0,32
SKU0149,1404.0,0.26851851851851855,1.0,-272.4137931034482,-1.0,32
SKU0150,777.0,0.18532818532818532,1.0,-439.58333333333337,-1.0,32
SKU0151,639.0,0.36932707355242567,1.0,-170.76271186440678,-1.0,32
SKU0152,869.0,0.380897583429229,1.0,-162.5377643504532,-1.0,32
SKU0153,277.0,0.33212996389891697,1.0,-201.08695652173913,-1.0,32
SKU0154,942.0,0.32696390658174096,1.0,-205.8441558441559,-1.0,32
SKU0155,850.0,0.19411764705882353,1.0,-415.1515151515151,-1.0,32
SKU0156,309.0,0.511326860841424,1.0,-95.56962025316454,-1.0,32
SKU0157,4469.0,0.1631237413291564,1.0,-513.0315500685871,-1.0,32
SKU0158,848.0,0.3136792452830189,1.0,-218.79699248120298,-1.0,32
SKU0159,161.0,0.30434782608695654,1.0,-228.57142857142856,-1.0,32
SKU0160,1173.0,0.2549019607843137,1.0,-292.3076923076923,-1.0,32
SKU0161,216.0,0.42592592592592593,1.0,-134.7826086956522,-1.0,32
SKU0162,1644.0,0.21472019464720193,1.0,-365.7223796033994,-1.0,32
SKU0163,1976.0,0.21609311740890688,1.0,-362.76346604215456,-1.0,32
SKU0164,228.0,0.5614035087719298,1.0,-78.12500000000001,-1.0,32
SKU0165,1871.0,0.26242650988776056,1.0,-281.05906313645625,-1.0,32
SKU0166,684.0,0.22514619883040934,1.0,-344.1558441558442,-1.0,32
SKU0167,1483.0,0.2265677680377613,1.0,-341.3690476190476,-1.0,32
SKU0168,5249.0,0.1556486949895218,1.0,-542.4724602203182,-1.0,32
SKU0169,546.0,0.3498168498168498,1.0,-185.86387434554976,-1.0,32
SKU0170,221.0,0.5158371040723982,1.0,-93.859649122807,-1.0,32
SKU0171,162.0,0.5493827160493827,1.0,-82.02247191011236,-1.0,32
SKU0172,167.0,0.5508982035928144,1.0,-81.52173913043478,-1.0,32
SKU0173,395.0,0.23291139240506328,1.0,-329.34782608695656,-1.0,32
SKU0174,1105.0,0.27963800904977376,1.0,-257.6051779935275,-1.0,32
SKU0175,770.0,0.2896103896103896,1.0,-245.2914798206278,-1.0,32
SKU0176,1899.0,0.15165876777251186,1.0,-559.3749999999999,-1.0,32
SKU0177,611.0,0.14566284779050737,1.0,-586.5168539325844,-1.0,32
SKU0178,2305.0,0.2438177874186551,1.0,-310.1423487544484,-1.0,32
SKU0179,522.0,0.31800766283524906,1.0,-214.4578313253012,-1.0,32
SKU0180,13294.0,0.1577403339852565,1.0,-533.9532665712923,-1.0,32
