sku_id,MAE,RMSE
SKU0110,4.5576923076923075,5.797877595757314
SKU0111,1.25,1.6052797503622467
SKU0112,4.423076923076923,5.390518741985071
SKU0113,5.663461538461538,7.299235997955276
SKU0114,39.77884615384615,54.073400968569494
SKU0115,3.798076923076923,4.806846079371507
SKU0116,5.6826923076923075,7.045866218516412
SKU0117,4.730769230769231,5.958187643906492
SKU0118,1.9711538461538463,2.5057625892821838
SKU0119,12.0,15.256146302392358
SKU0120,8.76923076923077,11.507522623183364
SKU0121,11.548076923076923,14.70969068335565
SKU0122,3.2211538461538463,4.18215071648364
SKU0123,14.692307692307692,18.650634140590338
SKU0124,1.5480769230769231,2.0870479704044254
SKU0125,6.528846153846154,8.544566424612508
SKU0126,38.23076923076923,53.167550832612754
SKU0127,2.3365384615384617,2.953159976390349
SKU0128,2.701923076923077,3.4348328813898537
SKU0129,4.153846153846154,5.47371340696044
SKU0130,3.894230769230769,5.109380513405635
SKU0131,1.3461538461538463,1.715315624690597
SKU0132,5.096153846153846,6.783747546100958
SKU0133,1.6057692307692308,2.100824014157668
SKU0134,8.221153846153847,10.841959090638413
SKU0135,1.9903846153846154,2.57390753524675
SKU0136,12.375,16.20096150992755
SKU0137,2.7403846153846154,3.604217614876301
SKU0138,3.7884615384615383,4.7817763033609815
SKU0139,8.865384615384615,12.370871494703255
SKU0140,1.9038461538461537,2.5682978499686997
SKU0141,6.3173076923076925,8.481314303083709
SKU0142,10.673076923076923,13.870971348605913
SKU0143,1.6634615384615385,2.159504929019968
SKU0144,5.923076923076923,7.637206496941344
SKU0145,6.211538461538462,8.471672253412
SKU0146,8.913461538461538,11.715784881287954
SKU0147,2.75,3.4834774844421466
SKU0148,1.4711538461538463,1.9240382212739635
SKU0149,8.942307692307692,11.027936552927054
SKU0150,6.048076923076923,7.914810848607234
SKU0151,4.596153846153846,5.893281702987668
SKU0152,7.0673076923076925,9.596173115442346
SKU0153,2.8461538461538463,3.7003118371709824
SKU0154,6.144230769230769,7.825623592748671
SKU0155,6.096153846153846,7.485884152086615
SKU0156,3.5865384615384617,4.594101569487687
SKU0157,22.326923076923077,31.04649119280012
SKU0158,6.5576923076923075,8.150035393976944
SKU0159,2.269230769230769,2.7245324228345904
SKU0160,7.9423076923076925,10.112825063711464
SKU0161,3.0961538461538463,4.134749550596003
SKU0162,9.788461538461538,12.342079366011347
SKU0163,11.26923076923077,15.199949392628303
SKU0164,3.480769230769231,4.339000239331991
SKU0165,10.538461538461538,13.353190341925496
SKU0166,5.5,7.043818894277778
SKU0167,9.134615384615385,11.384875256909258
SKU0168,20.46153846153846,28.33895117759572
SKU0169,4.509615384615385,5.767114996652606
SKU0170,3.019230769230769,3.858058499377036
SKU0171,2.673076923076923,3.2991840483088217
SKU0172,2.394230769230769,2.962911769500765
SKU0173,3.5096153846153846,4.368814308429515
SKU0174,7.461538461538462,9.752711654477672
SKU0175,5.971153846153846,7.896566926884697
SKU0176,11.086538461538462,14.207595476743037
SKU0177,4.5,5.7328339078840065
SKU0178,13.528846153846153,17.975143093471306
SKU0179,4.961538461538462,6.391099580365952
SKU0180,66.02884615384616,89.63113512957082
SKU0181,9.571428571428571,11.970201096293842
SKU0182,3.0833333333333335,3.547299442298794
SKU0183,2.24,2.814249455894058
SKU0184,10.142857142857142,11.66802713156158
SKU0185,4.8,5.830951894845301
SKU0186,14.5,16.05718945934603
SKU0187,6.5,8.669871202426636
SKU0188,4.083333333333333,5.461989869391313
SKU0189,4.666666666666667,5.374838498865699
SKU0190,1.4761904761904763,1.864454471471609
SKU0191,3.7142857142857144,3.927922024247863
SKU0192,9.2,11.98999582985749
SKU0193,6.956521739130435,9.212467922190628
SKU0194,1.0,1.2535663410560174
SKU0195,4.7,6.252999280345393
SKU0196,10.0,13.765899897936205
SKU0197,1.1428571428571428,1.6903085094570331
SKU0198,8.363636363636363,9.954441676503464
SKU0199,7.5,9.808888097755306
SKU0200,2.2,2.54296414970142
