date,sku_id,units_sold,forecast_units,absolute_error
2023-10-24,SKU0001,4.0,4.86163160581134,0.8616316058113398
2023-10-25,SKU0001,3.0,4.344600442653795,1.3446004426537952
2023-10-26,SKU0001,2.0,4.112336520795071,2.112336520795071
2023-10-27,SKU0001,4.0,4.484683714814898,0.48468371481489836
2023-10-28,SKU0001,7.0,3.7866642594665345,3.2133357405334655
2023-10-29,SKU0001,2.0,3.710981710441657,1.710981710441657
2023-10-30,SKU0001,5.0,3.669597418135435,1.3304025818645648
2023-10-31,SKU0001,2.0,3.6690363140782534,1.6690363140782534
2023-11-01,SKU0001,4.0,3.52420121593564,0.4757987840643598
2023-11-02,SKU0001,2.0,3.6220664041939106,1.6220664041939106
2023-11-03,SKU0001,4.0,3.117225143844447,0.8827748561555531
2023-11-04,SKU0001,6.0,3.1532765632811426,2.8467234367188574
2023-11-05,SKU0001,5.0,3.1016252937598106,1.8983747062401894
2023-11-06,SKU0001,5.0,3.513435787892908,1.4865642121070919
2023-11-07,SKU0001,10.0,3.9429995484387073,6.057000451561293
2023-11-08,SKU0001,3.0,4.417262076571315,1.4172620765713146
2023-11-09,SKU0001,6.0,4.267983112085296,1.7320168879147042
2023-11-10,SKU0001,8.0,5.128423191323161,2.8715768086768394
2023-11-11,SKU0001,5.0,5.5163405433344455,0.5163405433344455
2023-11-12,SKU0001,10.0,5.93604060375657,4.06395939624343
2023-11-13,SKU0001,1.0,6.313301927301349,5.313301927301349
2023-11-14,SKU0001,9.0,6.019529993685586,2.9804700063144143
2023-11-15,SKU0001,4.0,7.230823059647943,3.2308230596479426
2023-11-16,SKU0001,6.0,6.858860065589515,0.8588600655895151
2023-11-17,SKU0001,7.0,7.029518941637118,0.02951894163711799
2023-11-18,SKU0001,6.0,5.999613408966603,0.0003865910333971101
2023-11-19,SKU0001,5.0,6.128890673025665,1.1288906730256647
2023-11-20,SKU0001,3.0,6.144418192170401,3.1444181921704013
2023-11-21,SKU0001,3.0,4.945400188804351,1.945400188804351
2023-11-22,SKU0001,2.0,5.525568572381765,3.525568572381765
2023-11-23,SKU0001,7.0,5.005022718533987,1.9949772814660127
2023-11-24,SKU0001,1.0,4.537376739902507,3.5373767399025073
2023-11-25,SKU0001,5.0,4.855528366370403,0.14447163362959703
2023-11-26,SKU0001,7.0,4.091634724552274,2.908365275447726
2023-11-27,SKU0001,1.0,3.911441228707985,2.911441228707985
2023-11-28,SKU0001,0.0,4.210260052659738,4.210260052659738
2023-11-29,SKU0001,5.0,3.9037687193470085,1.0962312806529915
2023-11-30,SKU0001,3.0,4.148886597232669,1.1488865972326687
2023-12-01,SKU0001,7.0,3.7142639093560743,3.2857360906439257
2023-12-02,SKU0001,5.0,3.976044443418186,1.023955556581814
2023-12-03,SKU0001,7.0,4.099319412995079,2.9006805870049206
2023-12-04,SKU0001,4.0,3.9836963207568123,0.016303679243187652
2023-12-05,SKU0001,2.0,4.584461793794465,2.584461793794465
2023-12-06,SKU0001,2.0,4.465702342481922,2.465702342481922
2023-12-07,SKU0001,5.0,3.85326553892178,1.14673446107822
2023-12-08,SKU0001,0.0,4.542160426627992,4.542160426627992
2023-12-09,SKU0001,9.0,3.3311844210181447,5.668815578981855
2023-12-10,SKU0001,7.0,4.156777986908455,2.8432220130915447
2023-12-11,SKU0001,2.0,4.296713147270696,2.2967131472706956
2023-12-12,SKU0001,10.0,4.410378315348793,5.589621684651207
2023-12-13,SKU0001,4.0,5.091031701901601,1.091031701901601
2023-12-14,SKU0001,4.0,4.885107867491302,0.8851078674913024
2023-12-15,SKU0001,4.0,4.697671403026174,0.6976714030261739
2023-12-16,SKU0001,5.0,4.512941647176357,0.4870583528236434
2023-12-17,SKU0001,3.0,4.455082938841111,1.4550829388411106
2023-12-18,SKU0001,1.0,4.075100951561828,3.0751009515618284
2023-12-19,SKU0001,7.0,4.3924284804465445,2.6075715195534555
2023-12-20,SKU0001,0.0,4.1726017166398375,4.1726017166398375
2023-12-21,SKU0001,1.0,4.228637457376592,3.2286374573765917
2023-12-22,SKU0001,3.0,4.270624702839578,1.2706247028395783
2023-12-23,SKU0001,8.0,3.4751051934087007,4.524894806591299
2023-12-24,SKU0001,4.0,3.754276425087876,0.24572357491212404
2023-12-25,SKU0001,3.0,2.803116258180757,0.19688374181924306
2023-12-26,SKU0001,6.0,4.433752974234743,1.5662470257652572
2023-12-27,SKU0001,6.0,5.223841055246919,0.7761589447530808
2023-12-28,SKU0001,6.0,5.131013650106719,0.868986349893281
2023-12-29,SKU0001,3.0,5.546235295927136,2.5462352959271364
2023-12-30,SKU0001,9.0,4.689393906150908,4.310606093849092
2023-12-31,SKU0001,10.0,5.611233797216338,4.388766202783662
2023-08-18,SKU0002,0.0,1.1023582597226798,1.1023582597226798
2023-08-19,SKU0002,1.0,1.144882773154413,0.1448827731544129
2023-08-20,SKU0002,0.0,1.126966627546831,1.126966627546831
2023-08-21,SKU0002,0.0,1.0462029305089688,1.0462029305089688
2023-08-22,SKU0002,1.0,1.0379334309205541,0.03793343092055412
2023-08-23,SKU0002,0.0,1.0505910857136365,1.0505910857136365
2023-08-24,SKU0002,0.0,0.9987707558897303,0.9987707558897303
2023-08-25,SKU0002,0.0,0.805132468808966,0.805132468808966
2023-08-26,SKU0002,0.0,0.6776601575100719,0.6776601575100719
2023-08-27,SKU0002,1.0,0.6470863571094079,0.3529136428905921
2023-08-28,SKU0002,0.0,0.6061391210495198,0.6061391210495198
2023-08-29,SKU0002,0.0,0.5515080127637765,0.5515080127637765
2023-08-30,SKU0002,2.0,0.5826466797720428,1.4173533202279573
2023-08-31,SKU0002,1.0,0.4881271148855908,0.5118728851144092
2023-09-01,SKU0002,0.0,0.7253004918769486,0.7253004918769486
2023-09-02,SKU0002,1.0,0.7203549150594383,0.27964508494056173
2023-09-03,SKU0002,4.0,0.6390520477523249,3.360947952247675
2023-09-04,SKU0002,1.0,0.915001169720868,0.08499883027913202
2023-09-05,SKU0002,0.0,1.072918859770994,1.072918859770994
2023-09-06,SKU0002,1.0,1.072918859770994,0.072918859770994
2023-09-07,SKU0002,1.0,1.074991383579204,0.07499138357920399
2023-09-08,SKU0002,2.0,1.0003400442469836,0.9996599557530164
2023-09-09,SKU0002,2.0,1.1830444640871909,0.8169555359128091
2023-09-10,SKU0002,3.0,1.2544055499480264,1.7455944500519736
2023-09-11,SKU0002,3.0,1.355182320498973,1.644817679501027
2023-09-12,SKU0002,2.0,1.6065485002625872,0.3934514997374128
2023-09-13,SKU0002,1.0,1.441294848068674,0.44129484806867403
2023-09-14,SKU0002,3.0,1.5351874144017517,1.4648125855982483
2023-09-15,SKU0002,1.0,1.7722694783490223,0.7722694783490223
2023-09-16,SKU0002,1.0,1.7722694783490223,0.7722694783490223
2023-09-17,SKU0002,1.0,1.4775930188421278,0.4775930188421278
2023-09-18,SKU0002,1.0,1.441294848068674,0.44129484806867403
2023-09-19,SKU0002,1.0,1.6537794798464118,0.6537794798464118
2023-09-20,SKU0002,0.0,1.596185084286788,1.596185084286788
2023-09-21,SKU0002,3.0,1.498889243628298,1.501110756371702
2023-09-22,SKU0002,3.0,1.6324832550602417,1.3675167449397583
2023-09-23,SKU0002,4.0,1.6813883527105797,2.31861164728942
2023-09-24,SKU0002,1.0,1.7944008236866895,0.7944008236866895
2023-09-25,SKU0002,1.0,1.6845054809502629,0.6845054809502629
2023-09-26,SKU0002,1.0,1.4582541588713132,0.45825415887131316
2023-09-27,SKU0002,1.0,1.4219559880978594,0.4219559880978594
2023-09-28,SKU0002,2.0,1.7166512426570086,0.28334875734299136
2023-09-29,SKU0002,0.0,2.0220671968642203,2.0220671968642203
2023-09-30,SKU0002,2.0,1.672887397460119,0.32711260253988095
2023-10-01,SKU0002,1.0,1.7996368869172745,0.7996368869172745
2023-10-02,SKU0002,4.0,1.7406728182484092,2.2593271817515905
2023-10-03,SKU0002,1.0,2.124462985642915,1.1244629856429151
2023-10-04,SKU0002,1.0,2.220100516594748,1.2201005165947478
2023-10-05,SKU0002,1.0,2.0440161225325126,1.0440161225325126
2023-10-06,SKU0002,4.0,2.0331896315126983,1.9668103684873017
2023-10-07,SKU0002,3.0,1.9836428511224042,1.0163571488775958
2023-10-08,SKU0002,2.0,1.7420998765098867,0.25790012349011326
2023-10-09,SKU0002,1.0,1.6570483054773657,0.6570483054773657
2023-10-10,SKU0002,5.0,1.747253163576388,3.2527468364236123
2023-10-11,SKU0002,3.0,1.9845804933933455,1.0154195066066545
2023-10-12,SKU0002,4.0,1.947488295848821,2.052511704151179
2023-10-13,SKU0002,2.0,2.216937263579174,0.2169372635791742
2023-10-14,SKU0002,1.0,2.188843812273241,1.188843812273241
2023-10-15,SKU0002,3.0,2.172238920472248,0.8277610795277521
2023-10-16,SKU0002,1.0,2.096402787964424,1.0964027879644238
2023-10-17,SKU0002,0.0,2.193348749683815,2.193348749683815
2023-10-18,SKU0002,2.0,2.1143856339254796,0.11438563392547962
2023-10-19,SKU0002,2.0,2.137338663122982,0.13733866312298204
2023-10-20,SKU0002,1.0,1.9837917338456124,0.9837917338456124
2023-10-21,SKU0002,1.0,1.9135949175280687,0.9135949175280687
2023-10-22,SKU0002,1.0,1.8320933337131904,0.8320933337131904
2023-10-23,SKU0002,3.0,1.8320933337131904,1.1679066662868096
2023-10-24,SKU0002,0.0,2.0602337086675298,2.0602337086675298
2023-10-25,SKU0002,0.0,1.5220077160696905,1.5220077160696905
2023-10-26,SKU0002,2.0,1.2866029367897724,0.7133970632102276
2023-10-27,SKU0002,3.0,1.2457426771281441,1.7542573228718559
2023-10-28,SKU0002,1.0,1.4261626139338235,0.4261626139338235
2023-10-29,SKU0002,0.0,1.2457426771281441,1.2457426771281441
2023-10-30,SKU0002,3.0,1.1567964467863383,1.8432035532136617
2023-10-31,SKU0002,2.0,1.3636516238535328,0.6363483761464672
2023-11-01,SKU0002,1.0,1.4605418077745882,0.4605418077745882
2023-11-02,SKU0002,2.0,1.4443000040894245,0.5556999959105755
2023-11-03,SKU0002,0.0,1.3985497775468951,1.3985497775468951
2023-11-04,SKU0002,0.0,1.2945441024923052,1.2945441024923052
2023-11-05,SKU0002,2.0,1.3887902478943237,0.6112097521056763
2023-11-06,SKU0002,0.0,1.3120178233855626,1.3120178233855626
2023-11-07,SKU0002,2.0,1.333523569489349,0.666476430510651
2023-11-08,SKU0002,1.0,1.3917497222034587,0.3917497222034587
2023-11-09,SKU0002,1.0,1.233202337256641,0.23320233725664097
2023-11-10,SKU0002,5.0,1.484000079961205,3.5159999200387952
2023-11-11,SKU0002,1.0,1.7019004687005408,0.7019004687005408
2023-11-12,SKU0002,1.0,1.8953833100556217,0.8953833100556217
2023-11-13,SKU0002,3.0,1.7580283110198678,1.2419716889801322
2023-11-14,SKU0002,1.0,1.8298448848635067,0.8298448848635067
2023-11-15,SKU0002,5.0,1.6465090661256332,3.353490933874367
2023-11-16,SKU0002,3.0,2.061770381083202,0.938229618916798
2023-11-17,SKU0002,2.0,2.1824633725705285,0.18246337257052847
2023-11-18,SKU0002,1.0,2.0757393089669867,1.0757393089669867
2023-11-19,SKU0002,0.0,1.9016454534847027,1.9016454534847027
2023-11-20,SKU0002,1.0,1.8527193768165466,0.8527193768165466
2023-11-21,SKU0002,1.0,1.9000232334633835,0.9000232334633835
2023-11-22,SKU0002,0.0,1.9004417552326207,1.9004417552326207
2023-11-23,SKU0002,3.0,1.94382547397505,1.05617452602495
2023-11-24,SKU0002,1.0,1.5865089741886642,0.5865089741886642
2023-11-25,SKU0002,0.0,1.718395255202121,1.718395255202121
2023-11-26,SKU0002,3.0,1.4623932465375702,1.5376067534624298
2023-11-27,SKU0002,1.0,1.1771497612212045,0.17714976122120452
2023-11-28,SKU0002,2.0,1.6546333797226063,0.34536662027739373
2023-11-29,SKU0002,1.0,1.3581341162955518,0.3581341162955518
2023-11-30,SKU0002,2.0,1.180131542372106,0.8198684576278941
2023-12-01,SKU0002,1.0,1.5323613556827593,0.5323613556827593
2023-12-02,SKU0002,2.0,1.3239941594306188,0.6760058405693812
2023-12-03,SKU0002,4.0,1.5409945506111624,2.4590054493888376
2023-12-04,SKU0002,0.0,1.5504552153430176,1.5504552153430176
2023-12-05,SKU0002,1.0,1.479397793337194,0.479397793337194
2023-12-06,SKU0002,0.0,1.897902111192208,1.897902111192208
2023-12-07,SKU0002,0.0,1.3569870949940392,1.3569870949940392
2023-12-08,SKU0002,2.0,1.3081856696298781,0.6918143303701219
2023-12-09,SKU0002,0.0,1.5761727380902626,1.5761727380902626
2023-12-10,SKU0002,1.0,1.282798780375172,0.2827987803751719
2023-12-11,SKU0002,0.0,1.45112582336947,1.45112582336947
2023-12-12,SKU0002,0.0,1.1974746556186078,1.1974746556186078
2023-12-13,SKU0002,3.0,1.135472402388132,1.864527597611868
2023-12-14,SKU0002,3.0,1.2327916163965686,1.7672083836034314
2023-12-15,SKU0002,1.0,1.1877313458096654,0.18773134580966544
2023-12-16,SKU0002,5.0,1.1482959767846586,3.8517040232153414
2023-12-17,SKU0002,5.0,1.3349284473636371,3.6650715526363626
2023-12-18,SKU0002,1.0,1.6676624772097022,0.6676624772097022
2023-12-19,SKU0002,3.0,1.6090666078214493,1.3909333921785507
2023-12-20,SKU0002,1.0,1.8327178540907905,0.8327178540907905
2023-12-21,SKU0002,4.0,1.969074438270843,2.0309255617291573
2023-12-22,SKU0002,2.0,2.171829882979541,0.17182988297954083
2023-12-23,SKU0002,0.0,2.094408890176296,2.094408890176296
2023-12-24,SKU0002,0.0,2.1135744150058824,2.1135744150058824
2023-12-25,SKU0002,0.0,1.6401850842559755,1.6401850842559755
2023-12-26,SKU0002,1.0,2.4846701585585746,1.4846701585585746
2023-12-27,SKU0002,2.0,2.3061649068447276,0.30616490684472764
2023-12-28,SKU0002,3.0,2.23845184168988,0.76154815831012
2023-12-29,SKU0002,1.0,2.6928293903655565,1.6928293903655565
2023-12-30,SKU0002,0.0,2.028628727369744,2.028628727369744
2023-12-31,SKU0002,4.0,1.5401793706688789,2.459820629331121
2023-08-18,SKU0003,1.0,2.1414051641471747,1.1414051641471747
2023-08-19,SKU0003,3.0,2.1610557070131735,0.8389442929868265
2023-08-20,SKU0003,8.0,2.2633741789362958,5.736625821063704
2023-08-21,SKU0003,2.0,2.669353258742436,0.669353258742436
2023-08-22,SKU0003,2.0,2.437502504334334,0.43750250433433413
2023-08-23,SKU0003,4.0,2.46807019761834,1.53192980238166
2023-08-24,SKU0003,6.0,2.5484714343180923,3.4515285656819077
2023-08-25,SKU0003,4.0,2.854774155805037,1.1452258441949632
2023-08-26,SKU0003,2.0,3.0614710028189083,1.0614710028189083
2023-08-27,SKU0003,0.0,2.982203311174661,2.982203311174661
2023-08-28,SKU0003,4.0,2.870285974599441,1.1297140254005589
2023-08-29,SKU0003,1.0,3.2521005062940906,2.2521005062940906
2023-08-30,SKU0003,3.0,2.767403136543102,0.232596863456898
2023-08-31,SKU0003,2.0,3.0944874144385865,1.0944874144385865
2023-09-01,SKU0003,1.0,3.3681794381942276,2.3681794381942276
2023-09-02,SKU0003,3.0,3.487139519461674,0.4871395194616741
2023-09-03,SKU0003,5.0,2.8027887036693735,2.1972112963306265
2023-09-04,SKU0003,1.0,2.776893974386411,1.776893974386411
2023-09-05,SKU0003,6.0,2.7995907111464193,3.2004092888535807
2023-09-06,SKU0003,3.0,3.1503024364623156,0.15030243646231556
2023-09-07,SKU0003,5.0,2.9998647953686435,2.0001352046313565
2023-09-08,SKU0003,4.0,2.809562081263652,1.190437918736348
2023-09-09,SKU0003,5.0,3.0001623785809555,1.9998376214190445
2023-09-10,SKU0003,3.0,3.199478921160307,0.1994789211603072
2023-09-11,SKU0003,4.0,3.134395199343561,0.8656048006564392
2023-09-12,SKU0003,3.0,3.091635722701881,0.09163572270188114
2023-09-13,SKU0003,6.0,3.403351735488728,2.596648264511272
2023-09-14,SKU0003,2.0,3.833356585794654,1.8333565857946539
2023-09-15,SKU0003,7.0,4.178276247950606,2.821723752049394
2023-09-16,SKU0003,3.0,3.839640870928164,0.839640870928164
2023-09-17,SKU0003,5.0,3.9313919204396965,1.0686080795603035
2023-09-18,SKU0003,5.0,4.032424971563387,0.9675750284366131
2023-09-19,SKU0003,3.0,4.097985423322788,1.097985423322788
2023-09-20,SKU0003,4.0,3.8615623649463537,0.13843763505364626
2023-09-21,SKU0003,4.0,3.7577888970142044,0.24221110298579562
2023-09-22,SKU0003,2.0,3.7310771268530516,1.7310771268530516
2023-09-23,SKU0003,4.0,3.699568074159821,0.30043192584017886
2023-09-24,SKU0003,6.0,3.7281216012968033,2.2718783987031967
2023-09-25,SKU0003,6.0,3.8548041119998984,2.1451958880001016
2023-09-26,SKU0003,1.0,4.134484692203371,3.1344846922033707
2023-09-27,SKU0003,2.0,3.603910694844914,1.603910694844914
2023-09-28,SKU0003,5.0,4.653585095663127,0.34641490433687316
2023-09-29,SKU0003,7.0,4.834736907381313,2.1652630926186873
2023-09-30,SKU0003,5.0,4.441092906109894,0.558907093890106
2023-10-01,SKU0003,11.0,5.205019363922205,5.794980636077795
2023-10-02,SKU0003,8.0,5.499077188673908,2.5009228113260917
2023-10-03,SKU0003,6.0,6.180071138324004,0.18007113832400368
2023-10-04,SKU0003,6.0,6.041671384196101,0.041671384196100725
2023-10-05,SKU0003,6.0,6.118776298617718,0.11877629861771766
2023-10-06,SKU0003,9.0,6.573562752442559,2.426437247557441
2023-10-07,SKU0003,3.0,7.441824412916357,4.441824412916357
2023-10-08,SKU0003,7.0,5.2747965974755955,1.7252034025244045
2023-10-09,SKU0003,2.0,5.403161627321375,3.403161627321375
2023-10-10,SKU0003,5.0,5.090807407089722,0.09080740708972179
2023-10-11,SKU0003,3.0,5.8996766446804525,2.8996766446804525
2023-10-12,SKU0003,5.0,5.0094091508102645,0.0094091508102645
2023-10-13,SKU0003,4.0,5.016894599285967,1.0168945992859673
2023-10-14,SKU0003,6.0,4.810713916310424,1.1892860836895762
2023-10-15,SKU0003,4.0,4.7062065029106535,0.7062065029106535
2023-10-16,SKU0003,7.0,4.258496789988866,2.7415032100111336
2023-10-17,SKU0003,5.0,4.305050799938462,0.6949492000615383
2023-10-18,SKU0003,2.0,4.2016960875770994,2.2016960875770994
2023-10-19,SKU0003,2.0,3.9313992765119594,1.9313992765119594
2023-10-20,SKU0003,3.0,3.75924614046767,0.75924614046767
2023-10-21,SKU0003,6.0,3.790565067417185,2.209434932582815
2023-10-22,SKU0003,8.0,3.6263172321645234,4.373682767835477
2023-10-23,SKU0003,4.0,3.922941747047714,0.07705825295228586
2023-10-24,SKU0003,3.0,4.843947137309775,1.843947137309775
2023-10-25,SKU0003,6.0,4.159566426218274,1.8404335737817261
2023-10-26,SKU0003,5.0,4.005531052504399,0.9944689474956014
2023-10-27,SKU0003,6.0,4.389927608011892,1.6100723919881084
2023-10-28,SKU0003,2.0,4.350207868918172,2.3502078689181722
2023-10-29,SKU0003,5.0,4.311341229100681,0.6886587708993188
2023-10-30,SKU0003,6.0,4.0610414614481725,1.9389585385518275
2023-10-31,SKU0003,3.0,4.185841075613252,1.1858410756132516
2023-11-01,SKU0003,5.0,4.135376351834186,0.8646236481658143
2023-11-02,SKU0003,5.0,4.026031611657683,0.9739683883423167
2023-11-03,SKU0003,6.0,4.3597981713251155,1.6402018286748845
2023-11-04,SKU0003,4.0,4.407940233319554,0.40794023331955387
2023-11-05,SKU0003,11.0,3.958731132562455,7.0412688674375445
2023-11-06,SKU0003,8.0,5.066853548084663,2.933146451915337
2023-11-07,SKU0003,6.0,5.056271474017813,0.9437285259821868
2023-11-08,SKU0003,5.0,5.029835247819491,0.02983524781949143
2023-11-09,SKU0003,5.0,5.188886987251922,0.1888869872519221
2023-11-10,SKU0003,5.0,5.900188647816454,0.9001886478164538
2023-11-11,SKU0003,12.0,6.709298506612745,5.290701493387255
2023-11-12,SKU0003,4.0,8.09089397060009,4.09089397060009
2023-11-13,SKU0003,0.0,7.735334921052375,7.735334921052375
2023-11-14,SKU0003,6.0,6.56151873191434,0.5615187319143402
2023-11-15,SKU0003,0.0,7.078877830688771,7.078877830688771
2023-11-16,SKU0003,7.0,6.235243006084811,0.7647569939151886
2023-11-17,SKU0003,9.0,6.368582162114393,2.631417837885607
2023-11-18,SKU0003,7.0,5.788042945880544,1.2119570541194564
2023-11-19,SKU0003,2.0,5.620633269116799,3.620633269116799
2023-11-20,SKU0003,3.0,5.121126314053806,2.1211263140538064
2023-11-21,SKU0003,7.0,4.925301165905537,2.0746988340944634
2023-11-22,SKU0003,0.0,5.53774895752072,5.53774895752072
2023-11-23,SKU0003,1.0,4.596523909694644,3.5965239096946444
2023-11-24,SKU0003,3.0,4.792007396642955,1.7920073966429548
2023-11-25,SKU0003,7.0,4.119551005874916,2.880448994125084
2023-11-26,SKU0003,3.0,4.092331633879178,1.0923316338791782
2023-11-27,SKU0003,2.0,2.5605264386113538,0.5605264386113538
2023-11-28,SKU0003,3.0,3.7488956837099816,0.7488956837099816
2023-11-29,SKU0003,5.0,4.231007279782803,0.7689927202171969
2023-11-30,SKU0003,2.0,3.7731338583570437,1.7731338583570437
2023-12-01,SKU0003,6.0,3.8645909798678604,2.1354090201321396
2023-12-02,SKU0003,2.0,3.6474672905764325,1.6474672905764325
2023-12-03,SKU0003,4.0,3.679258176090812,0.32074182390918793
2023-12-04,SKU0003,7.0,3.5157009601016243,3.4842990398983757
2023-12-05,SKU0003,8.0,3.755897563255626,4.244102436744374
2023-12-06,SKU0003,5.0,4.164967361350146,0.8350326386498539
2023-12-07,SKU0003,4.0,4.942091484327514,0.9420914843275137
2023-12-08,SKU0003,5.0,4.384110502553553,0.6158894974464468
2023-12-09,SKU0003,7.0,3.8915075658440403,3.1084924341559597
2023-12-10,SKU0003,8.0,4.602364281645802,3.3976357183541976
2023-12-11,SKU0003,6.0,4.633602743168653,1.3663972568313474
2023-12-12,SKU0003,8.0,5.199304704035448,2.8006952959645517
2023-12-13,SKU0003,3.0,5.811152600715203,2.811152600715203
2023-12-14,SKU0003,8.0,5.356762977329212,2.643237022670788
2023-12-15,SKU0003,7.0,5.1596004187020394,1.8403995812979606
2023-12-16,SKU0003,2.0,6.01612413114767,4.01612413114767
2023-12-17,SKU0003,5.0,5.593972054633129,0.5939720546331291
2023-12-18,SKU0003,6.0,5.291695815485983,0.7083041845140174
2023-12-19,SKU0003,7.0,5.076326514846423,1.9236734851535768
2023-12-20,SKU0003,1.0,5.346709115471639,4.346709115471639
2023-12-21,SKU0003,2.0,5.32658528711934,3.3265852871193404
2023-12-22,SKU0003,3.0,4.755195998434511,1.7551959984345107
2023-12-23,SKU0003,5.0,4.571532745090226,0.42846725490977366
2023-12-24,SKU0003,4.0,4.627496138960636,0.6274961389606357
2023-12-25,SKU0003,3.0,3.4145095118173745,0.4145095118173745
2023-12-26,SKU0003,12.0,4.655513728496766,7.344486271503234
2023-12-27,SKU0003,5.0,6.61744005221128,1.61744005221128
2023-12-28,SKU0003,5.0,5.580660806346077,0.580660806346077
2023-12-29,SKU0003,6.0,5.6069619528608925,0.3930380471391075
2023-12-30,SKU0003,9.0,6.465577508787921,2.534422491212079
2023-12-31,SKU0003,16.0,6.683620805671872,9.316379194328128
