sku_id,forecast_date,forecast_units
SKU0027,2024-01-14,3.49489926527739
SKU0027,2024-01-21,3.8275437423654024
SKU0027,2024-01-28,3.8275437423654024
SKU0027,2024-02-04,3.9232630177035506
SKU0027,2024-02-11,3.2440370811390773
SKU0027,2024-02-18,2.9899128197096383
SKU0027,2024-02-25,3.381331256220718
SKU0028,2024-01-07,25.22052199526928
SKU0028,2024-01-14,26.20622055965862
SKU0028,2024-01-21,26.040016744772654
SKU0028,2024-01-28,25.868091923312747
SKU0028,2024-02-04,23.787913378864225
SKU0028,2024-02-11,24.105323533899714
SKU0028,2024-02-18,24.009015565278556
SKU0028,2024-02-25,23.125339887256704
SKU0029,2024-01-07,10.818693857754567
SKU0029,2024-01-14,10.600093487069037
SKU0029,2024-01-21,10.496543779122218
SKU0029,2024-01-28,11.466234227293269
SKU0029,2024-02-04,11.075029045001507
SKU0029,2024-02-11,11.075029045001507
SKU0029,2024-02-18,11.115437651742342
SKU0029,2024-02-25,11.075029045001507
SKU0030,2024-01-07,12.469512267445218
SKU0030,2024-01-14,12.286062193660682
SKU0030,2024-01-21,12.239999091731477
SKU0030,2024-01-28,13.07319696586821
SKU0030,2024-02-04,12.725178218734648
SKU0030,2024-02-11,12.415940573808562
SKU0030,2024-02-18,12.456349180549397
SKU0030,2024-02-25,12.456349180549397
SKU0031,2024-01-07,10.211208275517192
SKU0031,2024-01-14,10.187536614256079
SKU0031,2024-01-21,10.055181802032129
SKU0031,2024-01-28,10.296538909383036
SKU0031,2024-02-04,9.905333727091275
SKU0031,2024-02-11,10.662472172188547
SKU0031,2024-02-18,10.908964220938884
SKU0031,2024-02-25,10.151825775841612
SKU0032,2024-01-07,168.72398753340872
SKU0032,2024-01-14,144.27562948489725
SKU0032,2024-01-21,147.73136206507007
SKU0032,2024-01-28,148.66434578454025
SKU0032,2024-02-04,152.86650706479907
SKU0032,2024-02-11,174.9743986306689
SKU0032,2024-02-18,161.98313495932797
SKU0032,2024-02-25,163.04842325903243
SKU0033,2024-01-07,12.900550496893729
SKU0033,2024-01-14,13.070603856280986
SKU0033,2024-01-21,13.357870831281708
SKU0033,2024-01-28,13.013353061593916
SKU0033,2024-02-04,13.029287381681605
SKU0033,2024-02-11,13.06969598842244
SKU0033,2024-02-18,13.06969598842244
SKU0033,2024-02-25,13.06969598842244
SKU0034,2024-01-07,5.466148385846242
SKU0034,2024-01-14,5.563879704976663
SKU0034,2024-01-21,5.4728089358516065
SKU0034,2024-01-28,5.4728089358516065
SKU0034,2024-02-04,5.08909032118686
SKU0034,2024-02-11,5.851053092252464
SKU0034,2024-02-18,5.885965930445978
SKU0034,2024-02-25,5.885965930445978
SKU0035,2024-01-07,51.18677198588709
SKU0035,2024-01-14,51.47017626400162
SKU0035,2024-01-21,53.43670403099983
SKU0035,2024-01-28,51.21453195257942
SKU0035,2024-02-04,49.490393964022445
SKU0035,2024-02-11,50.4691041221255
SKU0035,2024-02-18,54.50055204035923
SKU0035,2024-02-25,76.73942428542384
SKU0036,2024-01-07,4.090213295718184
SKU0036,2024-01-14,4.144040794100273
SKU0036,2024-01-21,4.265697589269401
SKU0036,2024-01-28,4.222448355722485
SKU0036,2024-02-04,4.0288031771296176
SKU0036,2024-02-11,3.9232630177035506
SKU0036,2024-02-18,4.0288031771296176
SKU0036,2024-02-25,3.9645470608024422
SKU0037,2024-01-07,25.59860133678683
SKU0037,2024-01-14,25.318832624537166
SKU0037,2024-01-21,26.515945739134246
SKU0037,2024-01-28,26.234408788965272
SKU0037,2024-02-04,24.27978535801706
SKU0037,2024-02-11,24.179237725726985
SKU0037,2024-02-18,23.935101373451285
SKU0037,2024-02-25,23.935101373451285
SKU0038,2024-01-07,2.927737552110805
SKU0038,2024-01-14,2.9040658908496915
SKU0038,2024-01-21,2.792235433366027
SKU0038,2024-01-28,2.792235433366027
SKU0038,2024-02-04,2.6558960163118375
SKU0038,2024-02-11,2.698628127716481
SKU0038,2024-02-18,2.240718215130082
SKU0038,2024-02-25,2.240718215130082
SKU0039,2024-01-07,5.184740249506217
SKU0039,2024-01-14,5.1610685882451035
SKU0039,2024-01-21,5.219938708447028
SKU0039,2024-01-28,5.509434578046663
SKU0039,2024-02-04,5.08909032118686
SKU0039,2024-02-11,5.08909032118686
SKU0039,2024-02-18,5.08909032118686
SKU0039,2024-02-25,5.190704025397147
SKU0040,2024-01-07,33.37014615096821
SKU0040,2024-01-14,31.821350787724285
SKU0040,2024-01-21,31.883079312641282
SKU0040,2024-01-28,32.39131091228277
SKU0040,2024-02-04,30.225893364533665
SKU0040,2024-02-11,31.038250417107164
SKU0040,2024-02-18,31.038250417107164
SKU0040,2024-02-25,29.638419733298058
SKU0041,2024-01-07,38.54509928972118
SKU0041,2024-01-14,36.70396718609467
SKU0041,2024-01-21,36.5512226839678
SKU0041,2024-01-28,36.44654996502696
SKU0041,2024-02-04,33.85583703968373
SKU0041,2024-02-11,33.59975385176161
SKU0041,2024-02-18,33.74455463535562
SKU0041,2024-02-25,32.223656591014446
SKU0042,2024-01-07,16.701098348828094
SKU0042,2024-01-14,16.81933041475785
SKU0042,2024-01-21,16.876505310694863
SKU0042,2024-01-28,17.719205760343513
SKU0042,2024-02-04,17.10100345533594
SKU0042,2024-02-11,17.14141206207677
SKU0042,2024-02-18,17.14141206207677
SKU0042,2024-02-25,17.339785999824596
SKU0043,2024-01-07,21.570605771386134
SKU0043,2024-01-14,22.091153088981116
SKU0043,2024-01-21,23.17239298147399
SKU0043,2024-01-28,23.17239298147399
SKU0043,2024-02-04,22.813362223329904
SKU0043,2024-02-11,22.813362223329904
SKU0043,2024-02-18,22.643140062881475
SKU0043,2024-02-25,22.643140062881475
SKU0044,2024-01-07,10.156423769873477
SKU0044,2024-01-14,10.21634171853321
SKU0044,2024-01-21,10.055181802032129
SKU0044,2024-01-28,10.296538909383036
SKU0044,2024-02-04,9.94574233383211
SKU0044,2024-02-11,9.905333727091275
SKU0044,2024-02-18,9.905333727091275
SKU0044,2024-02-25,11.196771720992274
SKU0045,2024-01-07,3.3340638718890814
SKU0045,2024-01-14,3.4275417729357223
SKU0045,2024-01-21,3.0410626992823357
SKU0045,2024-01-28,3.0410626992823357
SKU0045,2024-02-04,2.937538599852516
SKU0045,2024-02-11,3.2777203197630294
SKU0045,2024-02-18,3.411528317998665
SKU0045,2024-02-25,3.123720817945274
SKU0046,2024-01-07,6.724275748207459
SKU0046,2024-01-14,6.802217791156632
SKU0046,2024-01-21,7.253745287627143
SKU0046,2024-01-28,6.9424409287888516
SKU0046,2024-02-04,6.752613109303334
SKU0046,2024-02-11,6.917278184764719
SKU0046,2024-02-18,7.043046747636496
SKU0046,2024-02-25,6.755239247583106
SKU0047,2024-01-07,9.84116633376173
SKU0047,2024-01-14,9.891395001261456
SKU0047,2024-01-21,10.055181802032129
SKU0047,2024-01-28,10.589481350835856
SKU0047,2024-02-04,9.704385226481202
SKU0047,2024-02-11,10.662472172188547
SKU0047,2024-02-18,10.151825775841612
SKU0047,2024-02-25,10.949372827679719
SKU0048,2024-01-07,86.79743677288808
SKU0048,2024-01-14,75.1395199829128
SKU0048,2024-01-21,83.45407190842602
SKU0048,2024-01-28,84.45819633115056
SKU0048,2024-02-04,90.46405559942902
SKU0048,2024-02-11,94.12015375065766
SKU0048,2024-02-18,86.85585496876325
SKU0048,2024-02-25,79.04784473704393
SKU0049,2024-01-07,27.861005841431346
SKU0049,2024-01-14,26.676195850111014
SKU0049,2024-01-21,27.255921722731657
SKU0049,2024-01-28,27.103419370369853
SKU0049,2024-02-04,24.931060473820622
SKU0049,2024-02-11,24.27978535801706
SKU0049,2024-02-18,25.187684934805475
SKU0049,2024-02-25,25.013223110688127
SKU0050,2024-01-07,3.5598549696373976
SKU0050,2024-01-14,3.49489926527739
SKU0050,2024-01-21,4.0061219605459355
SKU0050,2024-01-28,3.3625444530534407
SKU0050,2024-02-04,3.452812361097559
SKU0050,2024-02-11,3.411528317998665
SKU0050,2024-02-18,3.411528317998665
SKU0050,2024-02-25,3.020109881487586
SKU0051,2024-01-07,21.848732925369863
SKU0051,2024-01-14,23.30474779369794
SKU0051,2024-01-21,23.17239298147399
SKU0051,2024-01-28,23.17239298147399
SKU0051,2024-02-04,22.813362223329904
SKU0051,2024-02-11,23.128048446471954
SKU0051,2024-02-18,26.648168670221054
SKU0051,2024-02-25,22.957826286023526
SKU0052,2024-01-07,12.39602556521654
SKU0052,2024-01-14,12.372353903955426
SKU0052,2024-01-21,12.153707381436732
SKU0052,2024-01-28,12.744524023408665
SKU0052,2024-02-04,12.415940573808562
SKU0052,2024-02-11,12.456349180549397
SKU0052,2024-02-18,12.415940573808562
SKU0052,2024-02-25,12.250193202338643
SKU0053,2024-01-07,8.604834160799054
SKU0053,2024-01-14,8.328120641877634
SKU0053,2024-01-21,9.027527176868123
SKU0053,2024-01-28,9.13689907446813
SKU0053,2024-02-04,8.721016557321727
SKU0053,2024-02-11,8.835639275765791
SKU0053,2024-02-18,9.258463109145739
SKU0053,2024-02-25,9.258463109145739
SKU0054,2024-01-07,35.47428357310073
SKU0054,2024-01-14,35.37764154243096
SKU0054,2024-01-21,36.30274209577976
SKU0054,2024-01-28,35.13783339774258
SKU0054,2024-02-04,35.131375298684944
SKU0054,2024-02-11,35.1947921685376
SKU0054,2024-02-18,34.025714039271975
SKU0054,2024-02-25,59.97815670914877
SKU0055,2024-01-07,72.53209449640421
SKU0055,2024-01-14,67.72601656755344
SKU0055,2024-01-21,67.35557768290559
SKU0055,2024-01-28,68.47148002790027
SKU0055,2024-02-04,65.19162529896009
SKU0055,2024-02-11,67.35059004384661
SKU0055,2024-02-18,64.13977605246453
SKU0055,2024-02-25,62.38477741871234
SKU0056,2024-01-07,52.78682193363552
SKU0056,2024-01-14,47.478512928737146
SKU0056,2024-01-21,47.98652876847098
SKU0056,2024-01-28,48.99035924432648
SKU0056,2024-02-04,48.55894345859848
SKU0056,2024-02-11,47.94008872456912
SKU0056,2024-02-18,47.76277104503596
SKU0056,2024-02-25,46.21251531827586
SKU0057,2024-01-07,7.178074118152981
SKU0057,2024-01-14,7.476171206500573
SKU0057,2024-01-21,7.3438163942766215
SKU0057,2024-01-28,7.3438163942766215
SKU0057,2024-02-04,7.364815497245204
SKU0057,2024-02-11,7.6523287690223345
SKU0057,2024-02-18,7.853331258087833
SKU0057,2024-02-25,7.853331258087833
SKU0058,2024-01-07,9.421903984792854
SKU0058,2024-01-14,9.891395001261456
SKU0058,2024-01-21,9.295807748916726
SKU0058,2024-01-28,9.591949361911341
SKU0058,2024-02-04,9.367835006745745
SKU0058,2024-02-11,9.40824361348658
SKU0058,2024-02-18,9.367835006745745
SKU0058,2024-02-25,9.367835006745745
SKU0059,2024-01-07,28.017502199463323
SKU0059,2024-01-14,27.726422288595035
SKU0059,2024-01-21,27.594067476371087
SKU0059,2024-01-28,27.53147834622887
SKU0059,2024-02-04,26.719091430339763
SKU0059,2024-02-11,26.719091430339763
SKU0059,2024-02-18,26.957977869037062
SKU0059,2024-02-25,26.622783461718605
SKU0060,2024-01-07,69.64523725215629
SKU0060,2024-01-14,71.09669915221244
SKU0060,2024-01-21,71.32873445092086
SKU0060,2024-01-28,65.79331792059934
SKU0060,2024-02-04,68.58058604395757
SKU0060,2024-02-11,66.89919646232535
SKU0060,2024-02-18,69.23574411460596
SKU0060,2024-02-25,67.34906183186516
SKU0061,2024-01-07,14.5638352924076
SKU0061,2024-01-14,14.97985994094831
SKU0061,2024-01-21,15.508942539634745
SKU0061,2024-01-28,15.819233872909313
SKU0061,2024-02-04,15.13255535762016
SKU0061,2024-02-11,15.172963964360994
SKU0061,2024-02-18,15.172963964360994
SKU0061,2024-02-25,15.375037265821557
SKU0062,2024-01-07,19.920506160223553
SKU0062,2024-01-14,19.85440488828804
SKU0062,2024-01-21,19.2479703363299
SKU0062,2024-01-28,19.479183444782187
SKU0062,2024-02-04,18.762600339461464
SKU0062,2024-02-11,18.762600339461464
SKU0062,2024-02-18,18.592378179013036
SKU0062,2024-02-25,18.592378179013036
SKU0063,2024-01-07,6.080266779658889
SKU0063,2024-01-14,6.427456180252554
SKU0063,2024-01-21,6.313666243316274
SKU0063,2024-01-28,6.22840050201183
SKU0063,2024-02-04,6.577999368891778
SKU0063,2024-02-11,6.688348313050254
SKU0063,2024-02-18,6.679613073102065
SKU0063,2024-02-25,6.362341245560343
SKU0064,2024-01-07,3.444670597777664
SKU0064,2024-01-14,3.88631770178847
SKU0064,2024-01-21,3.7952469326634133
SKU0064,2024-01-28,4.008087150993959
SKU0064,2024-02-04,3.6656525794281056
SKU0064,2024-02-11,3.9232630177035506
SKU0064,2024-02-18,3.6836251111571716
SKU0064,2024-02-25,3.740995677076229
SKU0065,2024-01-07,51.98654927424225
SKU0065,2024-01-14,51.225125232375376
SKU0065,2024-01-21,50.953418570244644
SKU0065,2024-01-28,49.72774044811786
SKU0065,2024-02-04,47.8992397199111
SKU0065,2024-02-11,47.14844230033454
SKU0065,2024-02-18,45.544745009697216
SKU0065,2024-02-25,45.78555152426545
SKU0066,2024-01-07,68.41393667581016
SKU0066,2024-01-14,72.50500296918466
SKU0066,2024-01-21,69.0433421671096
SKU0066,2024-01-28,70.95697386567055
SKU0066,2024-02-04,69.60202098337525
SKU0066,2024-02-11,79.40164700434964
SKU0066,2024-02-18,80.07757956176329
SKU0066,2024-02-25,77.48110632133155
SKU0067,2024-01-07,12.900550496893729
SKU0067,2024-01-14,12.135269444621255
SKU0067,2024-01-21,12.578776651938746
SKU0067,2024-01-28,11.643442240279015
SKU0067,2024-02-04,12.250193202338643
SKU0067,2024-02-11,12.250193202338643
SKU0067,2024-02-18,12.290601809079478
SKU0067,2024-02-25,11.508893449464743
SKU0068,2024-01-07,63.47603416077663
SKU0068,2024-01-14,62.18364345056678
SKU0068,2024-01-21,62.40645059708125
SKU0068,2024-01-28,60.58412708068961
SKU0068,2024-02-04,58.633238361006455
SKU0068,2024-02-11,60.520382902120296
SKU0068,2024-02-18,61.25046529821052
SKU0068,2024-02-25,60.2944593313788
SKU0069,2024-01-07,23.950925129296195
SKU0069,2024-01-14,24.67865350968326
SKU0069,2024-01-21,24.59746505067366
SKU0069,2024-01-28,24.683224725874258
SKU0069,2024-02-04,23.2649744748869
SKU0069,2024-02-11,23.2649744748869
SKU0069,2024-02-18,23.125339887256704
SKU0069,2024-02-25,24.48544223163849
SKU0070,2024-01-07,10.865122255681058
SKU0070,2024-01-14,10.428893721606986
SKU0070,2024-01-21,11.053677354480309
SKU0070,2024-01-28,11.053677354480309
SKU0070,2024-02-04,11.075029045001507
SKU0070,2024-02-11,11.221992793973572
SKU0070,2024-02-18,11.221992793973572
SKU0070,2024-02-25,11.075029045001507
SKU0071,2024-01-07,29.40327159202956
SKU0071,2024-01-14,29.358241990807123
SKU0071,2024-01-21,29.19597170238393
SKU0071,2024-01-28,29.238055291182555
SKU0071,2024-02-04,28.877965233749116
SKU0071,2024-02-11,29.096680209170394
SKU0071,2024-02-18,29.70191670951185
SKU0071,2024-02-25,41.91620360546155
SKU0072,2024-01-07,98.6213912559666
SKU0072,2024-01-14,83.61908651617934
SKU0072,2024-01-21,91.04805313957432
SKU0072,2024-01-28,96.81367886674427
SKU0072,2024-02-04,95.61339621981737
SKU0072,2024-02-11,95.14764638220554
SKU0072,2024-02-18,97.01527097236325
SKU0072,2024-02-25,105.71079577865702
SKU0073,2024-01-07,14.583303811169541
SKU0073,2024-01-14,14.958909591303032
SKU0073,2024-01-21,13.993356904942345
SKU0073,2024-01-28,13.862908501732996
SKU0073,2024-02-04,14.209317687014911
SKU0073,2024-02-11,13.782552288942217
SKU0073,2024-02-18,14.14599482779576
SKU0073,2024-02-25,14.316851837745945
SKU0074,2024-01-07,112.12485904231919
SKU0074,2024-01-14,106.30671166109767
SKU0074,2024-01-21,98.22512918067791
SKU0074,2024-01-28,105.89345482022674
SKU0074,2024-02-04,101.60555208012326
SKU0074,2024-02-11,98.70104492647798
SKU0074,2024-02-18,94.8467951083626
SKU0074,2024-02-25,96.58345066220788
SKU0075,2024-01-07,2.6021447727492886
SKU0075,2024-01-14,2.582499942870427
SKU0075,2024-01-21,2.69432091245575
SKU0075,2024-01-28,2.744496089019432
SKU0075,2024-02-04,2.3710633111742516
SKU0075,2024-02-11,2.2512146535395505
SKU0075,2024-02-18,2.5929471037457206
SKU0075,2024-02-25,2.1673184143285624
SKU0076,2024-01-07,40.633900859921596
SKU0076,2024-01-14,39.17659094951981
SKU0076,2024-01-21,39.170234072718614
SKU0076,2024-01-28,39.22638286453302
SKU0076,2024-02-04,37.630103437175485
SKU0076,2024-02-11,37.535554955608276
SKU0076,2024-02-18,35.679489394443884
SKU0076,2024-02-25,35.005421203072174
SKU0077,2024-01-07,21.587922869889944
SKU0077,2024-01-14,20.185793615240872
SKU0077,2024-01-21,21.326877655588266
SKU0077,2024-01-28,21.43189639640488
SKU0077,2024-02-04,21.19203799866004
SKU0077,2024-02-11,21.19203799866004
SKU0077,2024-02-18,21.224273862752685
SKU0077,2024-02-25,21.26468246949352
SKU0078,2024-01-07,15.167715305047599
SKU0078,2024-01-14,15.998254896491215
SKU0078,2024-01-21,16.484902301073337
SKU0078,2024-01-28,16.484902301073337
SKU0078,2024-02-04,15.81473357562339
SKU0078,2024-02-11,16.004263283784347
SKU0078,2024-02-18,15.963854677043516
SKU0078,2024-02-25,16.242653717657582
SKU0079,2024-01-07,25.82541077149183
SKU0079,2024-01-14,25.86432824037293
SKU0079,2024-01-21,26.340653711230047
SKU0079,2024-01-28,25.958976161737734
SKU0079,2024-02-04,31.97893350031403
SKU0079,2024-02-11,26.719091430339763
SKU0079,2024-02-18,26.893433214749383
SKU0079,2024-02-25,33.3161067463407
SKU0080,2024-01-07,3.63461414235453
SKU0080,2024-01-14,3.173417511506284
SKU0080,2024-01-21,3.0410626992823357
SKU0080,2024-01-28,3.0410626992823357
SKU0080,2024-02-04,2.7399121708153746
SKU0080,2024-02-11,2.852151039068896
SKU0080,2024-02-18,2.7735864245330895
SKU0080,2024-02-25,2.732302381434195
SKU0081,2024-01-07,11.672483904308562
SKU0081,2024-01-14,11.941544423972884
SKU0081,2024-01-21,11.643442240279015
SKU0081,2024-01-28,12.578776651938746
SKU0081,2024-02-04,12.290601809079478
SKU0081,2024-02-11,12.784492751142368
SKU0081,2024-02-18,12.250193202338643
SKU0081,2024-02-25,11.468484842723909
SKU0082,2024-01-07,23.561902007881418
SKU0082,2024-01-14,23.30474779369794
SKU0082,2024-01-21,23.48707920461604
SKU0082,2024-01-28,23.538245557830386
SKU0082,2024-02-04,23.1792147996863
SKU0082,2024-02-11,31.607528423678964
SKU0082,2024-02-18,23.328234867360834
SKU0082,2024-02-25,23.328234867360834
SKU0083,2024-01-07,82.45551574752447
SKU0083,2024-01-14,69.4809637584743
SKU0083,2024-01-21,78.81749252538009
SKU0083,2024-01-28,77.5877669345193
SKU0083,2024-02-04,80.39228729890459
SKU0083,2024-02-11,78.79515816016439
